영업상태명,지번주소,사업장명,업태구분명,좌표정보(X),좌표정보(Y)
폐업,서울특별시 동대문구 제기동 892번지 71호,(주)미도파마트,대형마트,203075.0985,452918.8365
폐업,서울특별시 동대문구 용두동 39번지 1호,동부청과(주),그 밖의 대규모점포,203728.1321,452778.8933
폐업,서울특별시 동대문구 장안동 217번지 2호,장안시장,그 밖의 대규모점포,,
폐업,서울특별시 동대문구 회기동 346번지 18 호,휘경시장,시장,204881.3132,454280.0406
폐업,서울특별시 동대문구 이문동 292번지 10호,이문종합상가,그 밖의 대규모점포,205396.3637,455131.6832
폐업,서울특별시 동대문구 답십리동 68번지 1 호,답십리시장,그 밖의 대규모점포,205033.874,452322.3013
폐업,서울특별시 동대문구 제기동 892번지 71 호,미도파마트,대형마트,203075.0985,452918.8365
폐업,서울특별시 동대문구 회기동 346번지 17호,휘경시장,그 밖의 대규모점포,204890.735,454315.0261
폐업,서울특별시 동대문구 이문동 292번지 10호,주-이문종합상가,그 밖의 대규모점포,205396.3637,455131.6832
폐업,서울특별시 동대문구 이문동 292번지 10호,주-이문종합상가,그 밖의 대규모점포,205396.3637,455131.6832
폐업,서울특별시 동대문구 장안2동 368번지 1호 바우하우스,롯데쇼핑(주) 롯데슈퍼 장안2동점,구분없음,206325.3494,452184.2102
휴업,서울특별시 강서구 화곡동 1095호   ,그랜드패션아울렛,그 밖의 대규모점포,186786.6225,450297.7027
폐업,서울특별시 동대문구 장안동 368번지 1호 바우하우스,롯데쇼핑(주) 롯데슈퍼 장안 2동점,구분없음,206325.3494,452184.2102
폐업,서울특별시 동대문구 전농동 620번지 69호,롯데백화점 청량리플라자,백화점,203996.0139,453058.6658
폐업,서울특별시 동대문구 제기동 135번지 90호,제기시장,그 밖의 대규모점포,203009.1887,453776.8292
폐업,서울특별시 동대문구 답십리동 265번지 5호,답십리중앙시장,그 밖의 대규모점포,205006.0749,451814.3324
폐업,서울특별시 동대문구 이문1동 258번지 24호,홈플러스(주) 익스프레스 이문점,그 밖의 대규모점포,205403.7777,455220.2574
취소/말소/만료/정지/중지,서울특별시 동대문구 용두동 787호,건강백화점 동의보감,전문점,203258.3772,452834.0641
취소/말소/만료/정지/중지,서울특별시 동대문구 장안동 368번지 1호,바우하우스,대형마트,206325.3494,452184.2102
영업/정상,서울특별시 중랑구 신내1동 786번지 동성타워프라자,동성타워프라자,복합쇼핑몰,208520.0923,456195.8775
영업/정상,서울특별시 중랑구 중화2동 314번지 1호,태능엔터피아 번영회,시장,206771.2173,455221.9895
영업/정상,,동원,시장,207869.6056,454173.3134
영업/정상,서울특별시 중랑구 중화2동 314번지 1호,홈플러스(주) 익스프레스 태릉점,그 밖의 대규모점포,206771.2173,455221.9895
영업/정상,서울특별시 중랑구 면목3.8동 499번지 4호,홈플러스(주)익스프레스 면목점,그 밖의 대규모점포,207708.3648,453525.7412
영업/정상,서울특별시 중랑구 망우3동 410번지 1호,홈플러스(주)익스프레스 망우점,그 밖의 대규모점포,208781.9994,454740.6269
영업/정상,서울특별시 중랑구 면목7동 650번지 카멜리아 쇼핑센타 1층,(주)이마트에브리데이 면목동점,구분없음,207553.1704,453031.1158
영업/정상,서울특별시 중랑구 신내2동 645번지,홈플러스 신내점,대형마트,208208.7867,457054.7937
영업/정상,서울특별시 중랑구 면목동 168번지 2호,홈플러스(주)면목점,복합쇼핑몰,207089.2166,453074.4768
영업/정상,서울특별시 중랑구 망우동 506번지 1호,주식회사 이마트 상봉점,대형마트,208183.5589,454911.2485
영업/정상,서울특별시 중랑구 묵1동 170번지 1호 외 35필지,주식회사 이마트 묵동점,대형마트,206777.7314,456837.2196
영업/정상,,이노시티,복합쇼핑몰,208091.2692,455421.8266
영업/정상,서울특별시 중랑구 상봉1동 500번지,홈플러스(주) 서울 상봉점,대형마트,207923.7459,455090.7183
영업/정상,서울특별시 중랑구 상봉동 81호,코스트코홀세일 상봉점,대형마트,207897.2604,454953.3634
폐업,,한남프라자,시장,207590.0311,454599.6328
폐업,서울특별시 중랑구 상봉2동 129번지 9호,롯데쇼핑(주)롯데슈퍼 상봉점,그 밖의 대규모점포,206740.9598,454517.5753
취소/말소/만료/정지/중지,서울특별시 중랑구 묵1동 170번지 1호 외 35필지,신세계 이마트 묵동점,대형마트,206777.7314,456837.2196
영업/정상,서울특별시 중랑구 신내동 646 금강리빙스텔,롯데프레시앤델리 봉화산역점,구분없음,208112.8602,457113.6384
영업/정상,서울특별시 성북구 돈암동 609번지 1호 스카이프라자상가,동소문스카이상가,그 밖의 대규모점포,200841.727,454721.5052
영업/정상,"서울특별시 성북구 길음동 535-8,535-26,540-2,540-7",길음시장,그 밖의 대규모점포,,
영업/정상,서울특별시 성북구 보문동7가 25번지 1호,홈플러스익스프레스 보문점,구분없음,201826.0023,453162.3763
영업/정상,서울특별시 성북구 길음동 1285번지 두산아파트상가,홈플러스익스프레스 길음점,구분없음,201592.9913,456382.9661
영업/정상,,석관시장,시장,205254.2626,456319.5567
영업/정상,,보문시장(주),시장,201858.4883,453868.7203
영업/정상,서울특별시 성북구 석관동 279번지 39호,석관황금시장,시장,205365.358,456371.165
영업/정상,서울특별시 성북구 돈암동 609번지 1호,동소문스카이상가,시장,200841.727,454721.5052
영업/정상,,장위전통시장,시장,204407.2508,456638.1945
영업/정상,서울특별시 성북구 길음동 25번지 2호,이마트 미아점,대형마트,202555.3009,456503.0662
영업/정상,서울특별시 성북구 하월곡동 230번지 동일하이빌뉴시티아파트,이마트 하월곡점,대형마트,202667.4688,455858.9208
영업/정상,,(주)지에스리테일 성북보문점,구분없음,201509,453158
영업/정상,서울특별시 성북구 보문동4가 1번지 1   호   ,보문시장,그 밖의 대규모점포,,
영업/정상,서울특별시 성북구 하월곡동 88번지 345호   ,미아시장,그 밖의 대규모점포,,
영업/정상,서울특별시 성북구 석관동 270호   ,석관시장,그 밖의 대규모점포,,
영업/정상,서울특별시 성북구 석관동 338번지 18호   ,새석관시장,그 밖의 대규모점포,204582.6803,456210.8363
영업/정상,서울특별시 성북구 장위동 301호   ,번동시장,그 밖의 대규모점포,204162.7777,457664.9619
영업/정상,서울특별시 성북구 길음동 540번지 2   호   ,길음시장,그 밖의 대규모점포,,
영업/정상,서울특별시 성북구 돈암동 609번지 1  호   ,동소문스카이프라자,그 밖의 대규모점포,,
영업/정상,서울특별시 성북구 길음동 20번지 1호,현대백화점 미아점,백화점,202466.8011,456227.5717
영업/정상,서울특별시 성북구 길음동 535번지 8호,길음시장,시장,201852.5885,455598.9475
영업/정상,서울특별시 성북구 길음동 25번지 2호,신세계이마트미아점,대형마트,202555.3009,456503.0662
영업/정상,서울특별시 성북구 길음동 25번지 2호,이마트 미아점,대형마트,202555.3009,456508.4952
영업/정상,서울특별시 성북구 종암동 132번지,종암우림카이저팰리스주상복합,그 밖의 대규모점포,202887.7362,455516.2032
영업/정상,서울특별시 성북구 길음동 25번지 2호 신세계 이마트 미아점,이마트 미아점,대형마트,202555.3009,456503.0662
영업/정상,서울특별시 성북구 월곡2동 46번지 73호,홈플러스 월곡점,대형마트,203502.0041,455500.569
영업/정상,서울특별시 성북구 길음2동 230번지 동일하이빌뉴시티아파트,이마트 하월곡점,대형마트,202667.4688,455858.9208
영업/정상,,GS슈퍼마켓 동소문점,구분없음,200841.727,454873.8254
영업/정상,서울특별시 성북구 돈암2동 636번지,GS슈퍼마켓 돈암점,그 밖의 대규모점포,201501.4745,455061.6986
영업/정상,서울특별시 성북구 길음1동 1284번지 삼성래미안3차아파트,GS슈퍼마켓 길음뉴타운점,그 밖의 대규모점포,201514.9828,456137.0843
영업/정상,서울특별시 성북구 길음1동 1280번지 6호,GS수퍼마켓 길음점,그 밖의 대규모점포,201517.3853,456504.5619
영업/정상,서울특별시 성북구 월곡1동 62번지 1호,롯데슈퍼하월곡점,,203353.7989,455765.4171
영업/정상,서울특별시 성북구 동선동1가 1번지 2호,유타쇼핑몰,쇼핑센터,201447.4187,454477.1033
영업/정상,서울특별시 성북구 삼선동1가 21번지,홈플러스익스프레스 삼선점,구분없음,200509.6605,453950.6409
영업/정상,서울특별시 성북구 동소문동5가 59번지 2호 돈암제일시장 고객편의센터,돈암시장,시장,201336.7505,454358.4269
영업/정상,서울특별시 성북구 장위동 68-225,장위전통시장상인회,시장,204407.2508,456638.1945
휴업,서울특별시 성북구 장위동 68번지 1014호   ,코코마트,그 밖의 대규모점포,204367.3478,456732.945
휴업,서울특별시 성북구 장위동 68번지 1014호   ,코코마트,그 밖의 대규모점포,204367.3478,456732.945
휴업,서울특별시 성북구 길음동 25번지 2호   ,신세계백화점 미아점,백화점,202555.3009,456503.0662
휴업,서울특별시 성북구 길음동 540번지 2호   ,길음시장,그 밖의 대규모점포,201876.5217,455664.6353
폐업,서울특별시 성북구 길음동 1274번지 67호,롯데마이슈퍼 길음점,구분없음,201706.214,456753.5656
폐업,서울특별시 성북구 장위동 60번지 1호,장석시장,시장,205020.6087,456783.7666
폐업,서울특별시 성북구 종암동 3번지 75  호,종암시장,시장,,
폐업,서울특별시 성북구 삼선동5가 55번지 1  호,돈암시장,시장,,
폐업,서울특별시 성북구 동소문동5가 75번지,롯데마이슈퍼 동소문점,구분없음,201358.894,454439.0851
영업/정상,서울특별시 강북구 수유동 54번지 5호 수유시장,수유시장,그 밖의 대규모점포,201956.181,458714.3658
영업/정상,서울특별시 강북구 수유동 32번지 2호 수유중앙시장,수유중앙시장,그 밖의 대규모점포,201812.9047,459775.9928
영업/정상,서울특별시 강북구 미아동 701번지 3호 동북프라자,동북프라자,그 밖의 대규모점포,201589.778,457545.1009
영업/정상,,(주)농협유통 미아점,대형마트,202266.4487,457691.8024
영업/정상,,홈플러스(주)익스프레스미아점,대형마트,202344.1179,457986.1723
영업/정상,서울특별시 강북구 번1동 413번지 3호,북부시장,시장,202608.9341,459320.0308
영업/정상,서울특별시 강북구 미아동 701번지 3호 동북프라자,동북시장,그 밖의 대규모점포,201589.778,457545.1009
영업/정상,,우이시장,시장,201692.8689,460402.0655
영업/정상,서울특별시 강북구 미아동 71번지 1호,연이스퀘어,쇼핑센터,202615,456822
영업/정상,서울특별시 강북구 수유동 63번지,수유프라자,복합쇼핑몰,202000.5137,458815.9777
영업/정상,서울특별시 강북구 수유동 63번지,수유프라자,그 밖의 대규모점포,202000.5137,458815.9777
영업/정상,서울특별시 강북구 미아동 58호,숭인시장,그 밖의 대규모점포,202558.5818,456709.9163
영업/정상,서울특별시 강북구 수유동 179번지 5호,강북종합시장,시장,202197.0963,459964.5306
영업/정상,서울특별시 강북구 수유동 405번지 5호,수유북부시장,그 밖의 대규모점포,201354.5535,459317.5831
영업/정상,서울특별시 강북구 송중동,트레지오,복합쇼핑몰,202642.446,456636.3082
영업/정상,서울특별시 강북구 수유3동 179번지 5호,강북종합시장,그 밖의 대규모점포,202197.0963,459964.5306
영업/정상,서울특별시 강북구 번1동 413번지 3호,강북 북부시장,시장,202608.9341,459320.0308
영업/정상,서울특별시 강북구 미아동 1357번지 6호,(주)지에스리테일GS수퍼 강북미아점,대형마트,201602.5775,457290.1007
영업/정상,서울특별시 강북구 미아동 1351번지,(주)이마트에브리데이 미아동점,대형마트,202314.4797,457821.8531
휴업,서울특별시 강북구 수유동 63호   ,수유프라자,그 밖의 대규모점포,202000.5137,458815.9777
휴업,   호   ,강북종합시장,그 밖의 대규모점포,,
휴업,서울특별시 강북구 미아동 35번지 4   호 도봉로32  ,트레지오,쇼핑센터,,
폐업,,롯데쇼핑(주)롯데슈퍼미아점,대형마트,201760.4338,456845.3738
폐업,,강북종합시장,시장,202168.1581,459990.6143
폐업,서울특별시 강북구 송천동,성북프라자,그 밖의 대규모점포,202266.4487,457691.8024
폐업,서울특별시 강북구 번2동 433번지 1호,(주)지에스리테일번동점,대형마트,202888.3136,459197.3732
폐업,서울특별시 강북구 수유1동 54번지 5호,롯데쇼핑(주)롯데슈퍼수유점,대형마트,201956.181,458714.3658
폐업,서울특별시 강북구 삼각산동 812번지 삼성래미안트리베라2차아파트 상가 204동 115-119,롯데쇼핑(주)롯데슈퍼삼양점,대형마트,201731.6844,457219.3356
영업/정상,서울특별시 도봉구 쌍문동 711번지 금강아미움파크타운,금강아미움쇼핑센터,그 밖의 대규모점포,203296.1646,462113.8605
영업/정상,서울특별시 도봉구 창동 628번지 20호,(주)이마트에브리데이 창동점,구분없음,203027.6271,460124.4184
영업/정상,서울특별시 강북구 미아동 70번지 6   호,롯데백화점 미아점,복합쇼핑몰,202625.6463,456875.974
영업/정상,서울특별시 도봉구 방학동 271번지 2호,신동아프라자,그 밖의 대규모점포,202326.1758,462116.4086
영업/정상,서울특별시 도봉구 도봉동 30번지 1호 도봉한신쇼핑상가,도봉한신쇼핑상가,그 밖의 대규모점포,204169.8477,464814.7174
영업/정상,서울특별시 도봉구 창동 804번지,대우상가,그 밖의 대규모점포,203242.9685,460001.0811
영업/정상,서울특별시 도봉구 도봉동 657번지,도봉한양프라자,그 밖의 대규모점포,204136.5845,463573.1022
영업/정상,서울특별시 도봉구 방학동 484-7,GS THE FRESH 방학신동아점,구분없음,202338.5306,461983.524
영업/정상,서울특별시 도봉구 창2동 628번지 20호,(주)에브리데이리테일 창동점,구분없음,203027.6271,460124.4184
영업/정상,서울특별시 구로구 개봉동 324번지 1   호   ,개봉중앙시장,그 밖의 대규모점포,,
영업/정상,서울특별시 도봉구 방학동 707번지 7호,홈플러스(주)방학점,대형마트,203790.0136,462495.417
영업/정상,서울특별시 도봉구 창동 581번지 28호,삼익쇼핑,그 밖의 대규모점포,203220.9214,459746.9244
영업/정상,서울특별시 도봉구 창동 135번지 26호,(주) 이마트 창동점,대형마트,204107.0903,461072.6424
영업/정상,서울특별시 도봉구 창2동 628번지 20호,(주)에브리데이리테일 창동점,구분없음,203027.6271,460124.4184
휴업,서울특별시 강서구 화곡동 1095호   ,그랜드백화점(주)마트화곡점,대형마트,186786.6225,450297.7027
폐업,서울특별시 도봉구 쌍문동 311번지,롯데슈퍼 쌍문4동 가맹점,구분없음,202472.189,460959.4629
폐업,서울특별시 도봉구 방학동 717번지 6호,롯데쇼핑(주)VIC마켓도봉점,대형마트,203920.444,462830.4849
영업/정상,서울특별시 노원구 중계동 160-1 기업은행,(주)이마트에브리데이 상계역점,구분없음,206616.3001,461867.9471
영업/정상,서울특별시 노원구 공릉동 323번지 35호,홈플러스(주)익스프레스 공릉점,구분없음,206222.0827,458423.4402
영업/정상,서울특별시 노원구 월계3동 18번지 그랑빌아파트주상가 지층동 101호,(주)지에스리테일 GS슈퍼 노원월계점,구분없음,205984.1521,457275.7993
영업/정상,서울특별시 노원구 공릉2동 89번지 1호  대덕프라자 지층 101~102호,(주)이마트에브리데이 공릉동점,구분없음,207311.1758,457610.712
영업/정상,서울특별시 노원구 하계동 284번지 2호,세이브존,그 밖의 대규모점포,206044.7764,459360.8777
영업/정상,서울특별시 노원구 중계동 509번지 2호,홈플러스(주) 중계점,대형마트,205985.9533,459730.4378
영업/정상,서울특별시 노원구 상계동 1258 희성오피앙,오피앙,그 밖의 대규모점포,204772.5006,464208.3054
영업/정상,서울특별시 노원구 월계동 333번지 1호,이마트타운 월계점,쇼핑센터,205391.0704,458333.9892
영업/정상,서울특별시 노원구 중계동 517호,롯데마트 중계점,복합쇼핑몰,206132.4325,460549.3112
영업/정상,서울특별시 노원구 상계동 292번지 1호,와우패션클럽,그 밖의 대규모점포,205557.0134,461441.688
영업/정상,서울특별시 노원구 중계동 506번지 1   호,건영옴니백화점,백화점,205645.892,459609.0125
영업/정상,서울특별시 노원구 상계동 1318번지,노원아이파크 상가,그 밖의 대규모점포,206033.0233,461935.3392
영업/정상,서울특별시 노원구 상계동 684번지,(주)지에스리테일 GS수퍼상계점,구분없음,205715.5389,462416.2116
영업/정상,서울특별시 노원구 중계동 364번지 17호 유경데파트,유경데파트,그 밖의 대규모점포,206719.5863,460669.8364
영업/정상,,홈플러스익스프레스 용강점,구분없음,194695.7971,448818.968
영업/정상,,공릉종합상가,그 밖의 대규모점포,206578.976,457736.3647
영업/정상,서울특별시 노원구 중계동 360번지 2호,홈플러스(주)익스프레스 중계점,구분없음,206490.2474,460830.6154
휴업,서울특별시 노원구 상계동 713호   ,롯데백화점 상계점,백화점,205320.2848,461419.8818
휴업,서울특별시 노원구 하계동 284호   ,세이브존,대형마트,205994.8118,459502.6453
휴업,서울특별시 노원구 월계동 333번지 1호   ,신세계 이마트 월계덤,그 밖의 대규모점포,205391.0704,458333.9892
휴업,서울특별시 노원구 월계동 333번지 1호,신세계 이마트 월계점,대형마트,205391.0704,458333.9892
휴업,서울특별시 노원구 하계동 284호   ,세이브존,대형마트,205994.8118,459502.6453
휴업,서울특별시 노원구 상계동 389번지 234호   ,상계중앙시장,그 밖의 대규모점포,,
폐업,서울특별시 노원구 공릉동 90번지 4호,(주)지에스리테일  공릉점,구분없음,207577.5158,457741.4652
폐업,서울특별시 노원구 상계2동 1318번지 노원아이파크 지하1층,(주)지에스리테일 GS수퍼상계중앙점,대형마트,206033.0233,461935.3392
영업/정상,서울특별시 은평구 수색동 205번지 21  호   ,수일시장,그 밖의 대규모점포,,
영업/정상,서울특별시 은평구 대조동 240호,팜스퀘어,쇼핑센터,193661.7324,456379.1939
영업/정상,서울특별시 은평구 응암동 754번지 1호,대림시장,시장,192661.6613,453828.586
영업/정상,서울특별시 구로구 개봉동 361번지 1   호   ,개봉제일시장,그 밖의 대규모점포,,
영업/정상,서울특별시 은평구 불광동 310번지 131 호,연서시장,그 밖의 대규모점포,193042.5193,457459.368
영업/정상,서울특별시 은평구 불광1동 308번지 1호,롯데쇼핑(주)롯데슈퍼범서점,그 밖의 대규모점포,193035.2791,457365.9117
영업/정상,서울특별시 은평구 응암동 427번지 126호,응암시장,그 밖의 대규모점포,192738.3811,454678.8985
영업/정상,서울특별시 은평구 불광동 631번지 1호,대호프라자상가,복합쇼핑몰,194002.7017,456937.5425
영업/정상,서울특별시 은평구 불광동 248호   ,불광미성상가,그 밖의 대규모점포,193600.8884,456957.2336
영업/정상,서울특별시 은평구 신사1동 20번지 7호,홈플러스(주)익스프레스 신사점,그 밖의 대규모점포,192012.2086,455177.7045
영업/정상,서울특별시 은평구 갈현2동 527번지 13호,홈플러스 익스프레스 갈현점,그 밖의 대규모점포,191953.9402,456960.6878
영업/정상,서울특별시 은평구 불광동 308번지 1   호,범서쇼핑,쇼핑센터,193035.2791,457365.9117
영업/정상,서울특별시 은평구 구산동 182번지 6  호   ,현대화유통기업(주),대형마트,,
영업/정상,서울특별시 은평구 진관내동 500번지 2  호   ,(주)미소종합유통,대형마트,,
폐업,서울특별시 은평구 역촌동 31-6 아그네스 풍림아이원,서부종합시장,시장,192773.9746,455630.8841
영업/정상,서울특별시 은평구 불광동 311번지 13호,메트로,쇼핑센터,192998.2022,457479.9952
영업/정상,서울특별시 은평구 수색동 75번지,(주)이마트 수색점,대형마트,190977.8506,453037.788
영업/정상,서울특별시 은평구 응암동 90번지 1호,(주)이마트 은평점,대형마트,192882.8377,455340.5406
영업/정상,서울특별시 은평구 구산동 1번지 24호,홈플러스(주)익스프레스구산점,그 밖의 대규모점포,192563.8745,456570.0846
영업/정상,서울특별시 은평구 응암3동 124번지 17호,홈플러스(주)익스프레스응암점,그 밖의 대규모점포,192674.1327,454664.1668
영업/정상,서울특별시 은평구 불광1동 239번지 9호,홈플러스(주)익스프레스 불광점,그 밖의 대규모점포,194003.8839,457260.7365
휴업,서울특별시 은평구 증산동 184번지 9호   ,증산시장,그 밖의 대규모점포,191545.0504,453244.2298
휴업,서울특별시 은평구 응암동 300번지 10 호   ,대림시장,그 밖의 대규모점포,,
휴업,서울특별시 은평구 응암동 90번지 1호   ,신세계이마트 은평점,대형마트,192882.8377,455340.5406
휴업,서울특별시 은평구 응암동 90번지 1호   ,신세계이마트 은평점,대형마트,192882.8377,455340.5406
휴업,서울특별시 은평구 대조동 14번지 24호   ,"불광시장(법인, 대표자, 관리자변경)",그 밖의 대규모점포,,
폐업,서울특별시 은평구 갈현동 424번지 16 호,갈현시장,그 밖의 대규모점포,192640.0739,457921.1559
폐업,서울특별시 은평구 불광1동 554번지 1호,(주)이마트 에브리데이 불광동점,그 밖의 대규모점포,193936.1257,456673.8056
폐업,서울특별시 은평구 갈현2동 456번지 27호,롯데쇼핑(주)롯데슈퍼갈현점,그 밖의 대규모점포,192809.367,457275.2856
폐업,서울특별시 은평구 갈현1동 395번지 6호,롯데쇼핑(주)롯데슈퍼연신내점,그 밖의 대규모점포,192859.3413,457545.7936
폐업,서울특별시 은평구 역촌동 14번지 7호,홈플러스(주) 익스프레스 역촌점,그 밖의 대규모점포,192920.728,456218.216
영업/정상,서울특별시 은평구 대조동 14번지 37  호   ,대조시장,그 밖의 대규모점포,,
영업/정상,서울특별시 은평구 대조동 14번지 24호   ,불광시장(주),그 밖의 대규모점포,,
영업/정상,서울특별시 은평구 진관동 79번지 15호,롯데몰 은평,쇼핑센터,192655.7564,459477.2094
영업/정상,서울특별시 은평구 역촌동 31번지 6호,서부종합시장,그 밖의 대규모점포,192773.9746,455630.8841
영업/정상,서울특별시 서대문구 홍제3동 294번지 6호,유진상가,시장,194811.7563,454300.7397
영업/정상,서울특별시 서대문구 남가좌동 290번지 2   호,모래내시장(주),시장,192503.1283,452051.2725
영업/정상,,서중시장,시장,192517.6402,452143.4915
영업/정상,서울특별시 서대문구 창천동 30번지 33호,현대백화점 신촌점,백화점,194265.0676,450433.691
영업/정상,서울특별시 서대문구 신촌동 74번지 12  호,신촌 밀리오레,그 밖의 대규모점포,194798.4584,450837.0517
영업/정상,서울특별시 서대문구 대현동 145번지,예스에이피엠,그 밖의 대규모점포,195063.8207,450597.8741
영업/정상,서울특별시 서대문구 연희동 131번지 1호,연희슈퍼마켓,시장,193716.3399,451653.5637
영업/정상,,(주)GS리테일 북가좌점,구분없음,192000.9459,452848.0091
영업/정상,서울특별시 서대문구 홍제동 469번지 인왕산 한신휴플러스,롯데슈퍼 홍제2점,구분없음,195281.3955,453657.5348
영업/정상,서울특별시 서대문구 홍제동 294번지 46호 유진상가,롯데슈퍼 유진점,구분없음,194850.361,454344.4325
휴업,서울특별시 강서구 등촌동 639번지 11호   ,삼성테스코(주)홈플러스강서점,대형마트,187119.9482,450691.5932
영업/정상,서울특별시 마포구 신수동 93번지 102호 신촌숲아이파크,GS THE FRESH 신촌숲아이파크점,구분없음,194158.7013,449853.9824
영업/정상,서울특별시 서대문구 홍은동 11-419,이마트에브리데이 홍은점,구분없음,195280.7102,455193.0147
영업/정상,서울특별시 서대문구 남가좌동 390 래미안 루센티아,GS THE FRESH 남가좌디엠씨점,구분없음,192728.9387,452585.5416
영업/정상,서울특별시 서대문구 홍제동 294번지 46호 유진상가,롯데슈퍼 유진점(X),구분없음,194850.361,454344.4325
영업/정상,서울특별시 서대문구 북가좌동 279번지 11호,홈플러스(주) 익스프레스 북가좌점,구분없음,192301.1355,453354.0655
영업/정상,서울특별시 마포구 동교동 190번지 1호,AK&홍대,쇼핑센터,193565.9004,450545.6685
영업/정상,서울특별시 마포구 염리동 14-149,GS THE FRESH 마포염리점,구분없음,195243.087,450223.9274
영업/정상,서울특별시 마포구 구수동 61번지,롯데슈퍼 마포점,그 밖의 대규모점포,193981.3127,449301.6924
영업/정상,서울특별시 마포구 연남동 573번지 코오롱아파트,홈플러스익스프레스 연남점,그 밖의 대규모점포,192899.6057,451360.661
영업/정상,서울특별시 마포구 동교동 166번지 14호,스타피카소 아울렛,전문점,193282.1308,450549.2802
영업/정상,서울특별시 마포구 공덕동 256번지 5호 마포시장,마포시장,시장,195804.5637,449216.3113
영업/정상,서울특별시 마포구 공덕동 173번지 대우월드마크마포,(주)이마트 마포점,대형마트,195878.7415,449214.2533
영업/정상,서울특별시 마포구 신공덕동 173번지,(주)이마트 마포점,대형마트,195808.9045,448910.7413
영업/정상,서울특별시 마포구 서교동 490번지 1호,홈플러스 합정점,대형마트,192414.0269,450075.4898
영업/정상,서울특별시 마포구 연남동 227번지 15호,동진시장,시장,193456.6064,451125.4673
영업/정상,서울특별시 마포구 성산동 515호 월드컵경기장내,홈플러스(주)월드컵점,대형마트,191010.381,451972.154
영업/정상,서울특별시 마포구 공덕동 256번지 10호,공덕시장,시장,195810.0795,449173.776
영업/정상,서울특별시 마포구 합정동 375번지 1호,합정시장,시장,192257.3938,449554.4842
영업/정상,서울특별시 마포구 노고산동 57번지 1호,정도진흥기업(주),그 밖의 대규모점포,194273.5981,450318.7241
영업/정상,서울특별시 마포구 망원2동 480번지 1호,성산시장,시장,,
영업/정상,서울특별시 마포구 서교동 485번지 14호,영진시장,시장,192214.3809,450136.911
영업/정상,서울특별시 마포구 신수동 288번지 1호,신수시장,시장,194236.7347,449243.1627
영업/정상,서울특별시 마포구 망원2동 517번지,성산프라자(마포영화블렌하임),그 밖의 대규모점포,191651.5293,450694.8035
영업/정상,서울특별시 마포구 동교동 166번지 15호,YZ Park 홍대점,전문점,193296.7914,450562.9312
영업/정상,서울특별시 마포구 도화동 353번지,홈플러스익스프레스 도화점,그 밖의 대규모점포,195669.2176,448393.6587
영업/정상,서울특별시 마포구 서교동 357번지 1호,서교시장,시장,193009.2081,450142.1869
영업/정상,서울특별시 마포구 성산동 533번지 1호,마포농수산물시장,시장,190931.0009,451427.7221
영업/정상,서울특별시 마포구 창전동 442번지,마포종합시장(서강한화오벨리스크),그 밖의 대규모점포,193905.4372,449372.4965
휴업,서울특별시 마포구 성산동 533번지 1호   ,마포농수산물시장,그 밖의 대규모점포,190931.0009,451427.7221
폐업,서울특별시 마포구 도화동 559번지,마포트라팰리스 아케이드,그 밖의 대규모점포,195266.0731,448799.6418
폐업,서울특별시 마포구 염리동 36번지 249호,염리시장,시장,195236.1007,449819.8164
폐업,서울특별시 마포구 노고산동 49번지 55호,신촌상가,시장,194158.3696,450273.1941
폐업,,롯데슈퍼 신촌점,구분없음,194219.1914,450346.6098
폐업,서울특별시 마포구 서교동 441번지 6호,홈플러스익스프레스 망원점,구분없음,192018.0391,450449.0308
폐업,서울특별시 마포구 서교동 487호,신교시장,그 밖의 대규모점포,192577.9908,450569.6705
영업/정상,서울특별시 마포구 동교동 190번지 1호,홍대복합역사 상업시설,쇼핑센터,193565.9004,450545.6685
영업/정상,서울특별시 양천구 신정동 1290-4 대우미래사랑5차아파트,롯데프레시 신정점,그 밖의 대규모점포,186071.9797,445297.9868
영업/정상,서울특별시 양천구 신월5동 26번지,(주)이마트 신월점,구분없음,184796.9991,448625.3896
영업/정상,서울특별시 양천구 신정3동 1183번지 12호,홈플러스(주)익스프레스 신정점,구분없음,186934.1477,446336.6805
영업/정상,서울특별시 양천구 목5동 904번지 목동4단지아파트 관리동 105호,(주)이마트에브리데이 목동점,구분없음,188580.4837,447750.8452
영업/정상,서울특별시 양천구 목동 739번지 1호,목동시장아울렛,그 밖의 대규모점포,188117.3518,448552.9899
영업/정상,서울특별시 양천구 신월동 928번지 1 호,우성상가시장,시장,185221.9579,446727.355
영업/정상,서울특별시 양천구 목동 916호,현대백화점목동점,백화점,188884.0756,447186.8886
영업/정상,서울특별시 양천구 목동 917번지 6호,행복한백화점,백화점,188977.1711,447466.355
영업/정상,서울특별시 양천구 신정동 201번지 1호,신정동세양청마루2차상가,그 밖의 대규모점포,187954.1896,445124.1316
영업/정상,서울특별시 양천구 목동 919번지 7호,홈플러스(주)목동점,쇼핑센터,188729.1905,447572.61
영업/정상,서울특별시 양천구 신정동 201번지 1호 세양청마루2차 지상1층,(주)지에스리테일 신정2점,구분없음,187954.1896,445124.1316
영업/정상,서울특별시 양천구 목3동 657번지 21호,홈플러스(주)익스프레스 목동2점,구분없음,187788.8226,449204.6352
