영업상태명,지번주소,사업장명,업태구분명,좌표정보(X),좌표정보(Y)
영업/정상,서울특별시 양천구 목5동 903번지 목동3단지아파트 관리동상가 105호,롯데슈퍼 목동2점,구분없음,188700.8512,448020.091
영업/정상,서울특별시 양천구 신정7동 324번지 10호 굿모닝탑  103~108호,홈플러스(주)익스프레스 신정3점,구분없음,187619.9931,445879.0549
영업/정상,서울특별시 양천구 목3동 960번지,신한이모르젠상가,그 밖의 대규모점포,187955.1215,449649.0162
영업/정상,"서울특별시 양천구 목2동 513번지 ,514,514,526,527,528,530번지일대",목2동시장상인회,시장,188635.2309,449396.8064
영업/정상,"서울특별시 양천구 목4동 727번지 ,736,726,738,725,739,724,723일대",목4동시장상인회,시장,,
영업/정상,"서울특별시 양천구 신월2동 446번지 ,447,484,463, 신월4동427,428번지일대",경창시장상인회,시장,,
영업/정상,"서울특별시 양천구 목3동 602번지 ,610~618번지일대",목3동시장상인회,시장,,
영업/정상,"서울특별시 양천구 신월1동 105번지 ,106,113,114,115,118,119일대",신영시장상인회,시장,,
영업/정상,서울특별시 양천구 목1동 962번지 1호 목동트라팰리스 내,(주)이마트 목동점,대형마트,188551.2991,447076.2881
휴업,서울특별시 강서구 과해동 272호   ,신세계이마트(공항점),대형마트,,
영업/정상,서울특별시 양천구 목동 966번지 목동에버하임,목동에버하임,그 밖의 대규모점포,,
영업/정상,서울특별시 양천구 신정동 995-2,(주)이마트에브리데이 목동역점,구분없음,187929.3951,446964.6091
휴업,서울특별시 양천구 목동 960호   ,신한이모르젠상가,그 밖의 대규모점포,187955.1215,449649.0162
폐업,,(주)이마트SSG목동점,그 밖의 대규모점포,189062,446850
폐업,서울특별시 양천구 신정1동 1022번지 9호,롯데쇼핑(주)롯데슈퍼 신목동점,,187523.5743,446408.6334
폐업,서울특별시 양천구 신정4동 899번지 7호,롯데쇼핑(주)롯데슈퍼목동점,구분없음,187889.3186,447351.6066
폐업,서울특별시 양천구 신정4동 991번지 5호,롯데쇼핑(주)롯데슈퍼신정점,구분없음,187769.9571,447053.9073
폐업,서울특별시 양천구 목동 919번지 7호,(주)이랜드리테일,쇼핑센터,188729.1905,447572.61
폐업,"서울특별시 양천구 목1동 926번지 9261호 목동트라팰리스 내(지하1,2층)",신세계 이마트 목동점,대형마트,,
폐업,서울특별시 양천구 목1동 962번지 1호  목동트라팰리스 내,(주)신세계이마트 목동점,대형마트,188551.2991,447076.2881
영업/정상,서울특별시 양천구 목동 966번지 목동에버하임,목동에버하임,그 밖의 대규모점포,,
영업/정상,서울특별시 강서구 가양동 54번지 5호,노브랜드 강서가양점,구분없음,186374.4637,451431.2511
영업/정상,서울특별시 강서구 마곡동 759번지 마곡센트럴타워Ⅱ,이마트에브리데이 마곡점,구분없음,184498,451786
영업/정상,서울특별시 강서구 마곡동 776번지 2호 마곡센트럴대방디엠시티오피스텔,롯데쇼핑㈜ 마켓999 양천향교역가맹점,구분없음,185798,451778
영업/정상,서울특별시 강서구 가양동 1458번지 9호 동남빌딩,㈜이마트에브리데이 양천향교역점,구분없음,186080.902,451971.1787
영업/정상,서울특별시 강서구 마곡동 768번지 2호 동익드미라벨복합빌딩,노브랜드 강서마곡점,구분없음,184386,451226
영업/정상,,(주)이마트에브리데이 화곡동점,그 밖의 대규모점포,186456.1877,449645.4519
영업/정상,서울특별시 강서구 화곡3동 1051번지 27호,롯데쇼핑(주)롯데슈퍼화곡3동점,그 밖의 대규모점포,185731.0512,448913.7609
휴업,서울특별시 강서구 방화동 620호   ,(주)공항시장,그 밖의 대규모점포,,
영업/정상,서울특별시 강서구 화곡3동 1065번지 8호,홈플러스(주) 익스프레스 화곡점,그 밖의 대규모점포,185681.1227,448813.4416
영업/정상,서울특별시 강서구 방화동 620호,(주)공항시장,시장,,
영업/정상,서울특별시 강서구 등촌동 639번지 11호,홈플러스(주) 강서점,대형마트,187119.9482,450691.5932
폐업,서울특별시 강서구 가양동 449번지 19  호,(주)이마트 가양점,대형마트,187761.1943,450640.2145
영업/정상,서울특별시 강서구 화곡4동 830번지 1호,씨에스유통 (롯데슈퍼화곡2점),그 밖의 대규모점포,187464.4032,447877.7107
영업/정상,서울특별시 강서구 방화동 567번지 4호,삼정프라자,그 밖의 대규모점포,183315.5567,452204.1655
영업/정상,서울특별시 강서구 화곡1동 1071번지 19호,강서 뉴타워,그 밖의 대규모점포,185384.3227,448552.1247
영업/정상,서울특별시 강서구 염창동 249번지 8호 1층,(주)지에스리테일 염창점,그 밖의 대규모점포,188680.483,449829.6943
취소/말소/만료/정지/중지,서울특별시 영등포구 당산동 9번지 13호,에쉐르아이시네마쇼핑몰,쇼핑센터,,
영업/정상,서울특별시 강서구 가양동 18번지 24호,홈플러스(주) 가양점,대형마트,186687.1318,451342.7735
영업/정상,서울특별시 강서구 내발산동 719번지 6호,송화시장,그 밖의 대규모점포,185431.0666,449714.8138
영업/정상,서울특별시 강서구 염창동 264번지 18호,스페이스프라자,그 밖의 대규모점포,188692.0332,449699.8326
영업/정상,서울특별시 강서구 화곡동 970번지 2호,홈플러스익스프레스 화곡2점,그 밖의 대규모점포,186614.4313,449481.2536
폐업,서울특별시 강서구 화곡동 370번지 76호,화곡중앙시장,시장,185745.7326,448140.2927
휴업,서울특별시 강서구 방화동 567번지 4호   ,방신종합시장 재건축조합,그 밖의 대규모점포,183315.5567,452204.1655
휴업,서울특별시 강서구 가양동 18번지 24호   ,(주)이랜드리테일홈에버가양점,쇼핑센터,186687.1318,451342.7735
폐업,서울특별시 강서구 염창동 267번지 22호,롯데쇼핑(주)롯데슈퍼 염창2점,그 밖의 대규모점포,188320.2721,449937.29
폐업,,(주)에브리데이리테일 발산동점,그 밖의 대규모점포,185508.9952,450225.1758
폐업,서울특별시 강서구 방화2동 589번지 21호,GS수퍼마켓 강서방화점,그 밖의 대규모점포,183124.2982,451762.9492
폐업,서울특별시 강서구 염창동 75번지 8호,롯데쇼핑(주)롯데슈퍼 염창점,그 밖의 대규모점포,188564.4281,450381.6733
폐업,서울특별시 강서구 등촌동 678번지 14호,그랜드백화점(주)마트강서점,대형마트,185732.4244,450884.5288
폐업,서울특별시 강서구 방화동 712번지 1호,테크노스카이시티,그 밖의 대규모점포,182735.7869,451591.6108
폐업,서울특별시 강서구 등촌동 685번지,대지종합유통물류시장,그 밖의 대규모점포,185994.9641,451596.4585
폐업,서울특별시 강서구 과해동 676번지,(주)이마트 공항점,대형마트,182141.2055,451078.4799
폐업,서울특별시 강서구 등촌동 73번지 1호 외 3필지,아름다운아울렛,전문점,186966.0362,451047.2873
영업/정상,서울특별시 구로구 고척동 269번지 1   호   ,개봉프라자,그 밖의 대규모점포,,
영업/정상,서울특별시 구로구 구로동 614번지 33  호   ,라이프공구종합상가,그 밖의 대규모점포,,
영업/정상,서울특별시 구로구 고척동 50번지 48  호   ,고척시장,그 밖의 대규모점포,,
영업/정상,서울특별시 구로구 구로동 169번지 2   호   ,배영설비(주),그 밖의 대규모점포,,
영업/정상,서울특별시 구로구 고척동 103번지 4호,고척산업용품상가,그 밖의 대규모점포,187619.597,444186.9231
영업/정상,서울특별시 구로구 구로동 685번지 140호   ,사모아종합상가,그 밖의 대규모점포,189052.1018,443748.2793
영업/정상,서울특별시 구로구 구로동 604번지 1   호   ,서울구로기계공구상가,그 밖의 대규모점포,,
영업/정상,서울특별시 구로구 구로동 636번지 62  호   ,공구상가일번지,그 밖의 대규모점포,,
영업/정상,서울특별시 구로구 고척동 73번지 3   호,일이삼전자타운,그 밖의 대규모점포,187826.6982,443925.5247
영업/정상,서울특별시 구로구 오류동 47번지 1호,삼익쇼핑센타,쇼핑센터,186015.7384,443657.6143
영업/정상,,(주)이마트 여의도점,대형마트,193393.0966,446218.4438
영업/정상,서울특별시 구로구 구로동 1258번지,중앙유통단지,그 밖의 대규모점포,188840.5159,444306.7711
영업/정상,서울특별시 구로구 신도림동 337번지 신도림1차푸르지오,홈플러스(주) 신도림점,대형마트,190005.1325,445250.5389
영업/정상,서울특별시 구로구 구로동 604번지 1호,서울구로기계공구상가,그 밖의 대규모점포,189277.7617,444671.5517
영업/정상,서울특별시 구로구 구로동 614번지 33호,라이프공구상가,그 밖의 대규모점포,188907.9661,444898.3676
영업/정상,서울특별시 구로구 고척동 103번지 4호,고척산업용품상가,복합쇼핑몰,187619.597,444186.9231
영업/정상,서울특별시 구로구 고척동 269번지 1호,개봉프라자,시장,186769.6169,444433.2216
영업/정상,서울특별시 구로구 고척동 50번지 48호,고척스카이프라자,그 밖의 대규모점포,187798.8693,444629.7048
영업/정상,서울특별시 구로구 개봉동 361번지 1호,개봉제일시장,그 밖의 대규모점포,186968.2885,442651.9078
영업/정상,서울특별시 구로구 구로동 3번지 25호 외 31필지,(주) 이마트 신도림점,대형마트,190232.5245,444978.6827
영업/정상,서울특별시 구로구 구로동 501번지,나인스에비뉴,그 밖의 대규모점포,189682.7994,444193.86
영업/정상,서울특별시 구로구 구로동 685번지 140호,사모아종합상가,그 밖의 대규모점포,189052.1018,443748.2793
영업/정상,서울특별시 구로구 구로동 3번지 25호 외 31필지,신도림 테크노마트,그 밖의 대규모점포,190232.5245,444978.6827
영업/정상,서울특별시 관악구 신림동 1426번지 7호,가야쇼핑,시장,193750.8259,442753.2193
영업/정상,서울특별시 구로구 구로동 188번지 26호,(주)이마트 구로점,대형마트,190901.9779,442466.8134
영업/정상,서울특별시 구로구 개봉1동 156번지 18호 외 1필지 대림프라자 101호,홈플러스 익스프레스 개봉점,구분없음,187158.4438,443952.5619
영업/정상,"서울특별시 구로구 구로1동 650번지 4호 SK허브수 제B동 제118호,제119호,제121호~126호",홈플러스 익스프레스 서울구로점,구분없음,188674.9951,443749.503
영업/정상,서울특별시 구로구 구로동 736번지 1   호   ,구로시장,그 밖의 대규모점포,,
영업/정상,서울특별시 구로구 오류동 38번지 7   호   ,오류시장,그 밖의 대규모점포,,
영업/정상,서울특별시 구로구 신도림동 692번지,주식회사 현대백화점 디큐브시티,백화점,190107.0454,445157.6264
영업/정상,"서울특별시 구로구 개봉동 324-1, 324-11,324-13  1층",(주)이마트에브리데이 개봉동점,구분없음,187009.8043,443302.6078
영업/정상,서울특별시 구로구 오류2동 160번지  외 2필지,홈플러스 익스프레스 서울오류점,구분없음,185756.1749,443268.099
영업/정상,서울특별시 구로구 고척동 83번지 6호,동국종합상가,그 밖의 대규모점포,187718.8012,444056.9968
영업/정상,서울특별시 구로구 구로동 636번지 62호,공구상가일번지,그 밖의 대규모점포,189134.1545,444274.7299
영업/정상,서울특별시 구로구 고척동 73번지 3호,일이삼전자타운,그 밖의 대규모점포,187826.6982,443925.5247
휴업,서울특별시 구로구 구로동 573호   ,애경백화점,백화점,189570.3609,444336.0513
휴업,서울특별시 구로구 고척동 83번지 6호   ,동국종합상가,그 밖의 대규모점포,187718.8012,444056.9968
휴업,서울특별시 구로구 구로동 636번지 89호   ,롯데마트 구로점,대형마트,188669.4844,444010.7384
휴업,서울특별시 구로구 구로동 636번지 89호   ,롯데마트 구로점,대형마트,188669.4844,444010.7384
휴업,서울특별시 구로구 구로동 636번지 89호   ,비엔큐홈(구로점),대형마트,188669.4844,444010.7384
휴업,서울특별시 구로구 고척동 75번지 1호   ,일이삼전자타운,그 밖의 대규모점포,187756.9195,443962.8327
휴업,서울특별시 구로구 오류동 47번지 1   호,삼익쇼핑센터,쇼핑센터,186015.7384,443657.6143
휴업,서울특별시 구로구 구로동 1258호   ,중앙유통단지,그 밖의 대규모점포,188840.5159,444306.7711
휴업,서울특별시 구로구 구로동 188번지 26호   ,(주)신세계이마트구로점,대형마트,190901.9779,442466.8134
휴업,서울특별시 구로구 구로동 188번지 26호   ,(주)신세계이마트구로점,대형마트,190901.9779,442466.8134
휴업,서울특별시 구로구 고척동 76번지 41호   ,이천일아울렛구로점,그 밖의 대규모점포,187785.8405,443997.1359
폐업,서울특별시 구로구 구로동 636번지 89호,롯데쇼핑(주) 롯데마트 구로점,대형마트,188669.4844,444010.7384
폐업,서울특별시 구로구 구로동 636번지 89호 롯데마트 지하1층,롯데쇼핑(주) TRU구로점,전문점,188669.4844,444010.7384
폐업,서울특별시 구로구 구로동 573번지,AK PLAZA,백화점,189570.3609,444336.0513
영업/정상,서울특별시 구로구 고척동 100-7,고척아이파크쇼핑센터,쇼핑센터,,
영업/정상,서울특별시 구로구 구로동 188번지 26  호   ,이마트구로점,대형마트,,
영업/정상,서울특별시 금천구 독산동 1156번지 금천롯데캐슬골드파크4차,롯데캐슬 골드파크 4차 마르쉐도르 960,그 밖의 대규모점포,,
영업/정상,서울특별시 금천구 시흥동 1002번지 1호   ,럭키남서울상가,그 밖의 대규모점포,191026.6372,438701.2056
영업/정상,서울특별시 금천구 시흥동 966호,시흥중앙철재상가,그 밖의 대규모점포,191390.7851,437280.5742
영업/정상,서울특별시 금천구 시흥동 984번지 6호   ,시흥산업용재유통센타,그 밖의 대규모점포,191384.6063,437986.9408
영업/정상,서울특별시 금천구 독산동 293번지 5호   ,유창상가,그 밖의 대규모점포,190771.5956,440515.669
영업/정상,서울특별시 금천구 시흥동 884번지 5호   ,대명합동시장,그 밖의 대규모점포,191262.6214,439137.9921
영업/정상,서울특별시 금천구 독산동 291번지 7호,홈플러스(주) 금천점,대형마트,190809.5078,440728.3823
영업/정상,서울특별시 금천구 가산동 60번지 22호,마리오아울렛 1관,쇼핑센터,189943.2343,441784.2475
영업/정상,서울특별시 금천구 가산동 60번지 19호,롯데쇼핑(주) 아울렛 가산점,쇼핑센터,189722.1785,441920.9728
영업/정상,서울특별시 금천구 독산동 1150번지 금천롯데캐슬골드파크2차,롯데캐슬 골드파크 2차 마르쉐도르,그 밖의 대규모점포,190567.4183,439569.4015
영업/정상,서울특별시 금천구 독산동 291번지 5호,시티렉스,쇼핑센터,190858.6495,440808.5413
영업/정상,서울특별시 금천구 독산동 957번지,푸른터시장,그 밖의 대규모점포,191210.5177,441768.8339
영업/정상,서울특별시 금천구 시흥동 984번지,시흥산업용재유통센터,그 밖의 대규모점포,191226.2874,437914.063
영업/정상,서울특별시 금천구 시흥동 992번지 47호,홈플러스 시흥점,대형마트,191152.4326,438865.1607
영업/정상,,홈플러스(주)익스프레스 가산점,구분없음,190527.9185,441484.8659
영업/정상,서울특별시 금천구 가산동 60번지 20호,마리오아울렛 3관,쇼핑센터,189759.7131,441814.1159
휴업,서울특별시 금천구 시흥동 992번지 47호 외 1  ,(주)이랜드리테일 홈에버 시흥점,대형마트,191152.4326,438865.1607
휴업,서울특별시 금천구 독산동 988번지 7호 외 27  ,남문시장,그 밖의 대규모점포,191127.424,441203.92
휴업,서울특별시 금천구 시흥동 879호 외 87필지  ,현대시장,그 밖의 대규모점포,191224.6074,439247.719
폐업,서울특별시 금천구 시흥동 956호,박미종합시장,그 밖의 대규모점포,191497.5905,437562.2424
폐업,서울특별시 금천구 시흥동 831번지 6호,플라자 카멜리아,그 밖의 대규모점포,191823.0268,438834.3781
폐업,서울특별시 금천구 독산1동 145번지 8호,롯데쇼핑(주)롯데슈퍼독산점,구분없음,190901.4814,441536.3915
영업/정상,서울특별시 금천구 가산동 60번지 27호,(주)원신더블유몰,쇼핑센터,189997.4557,441687.8412
영업/정상,서울특별시 금천구 가산동 60번지 8호,현대아울렛,쇼핑센터,190119.4634,441716.6846
폐업,,홈플러스(주)익스프레스 독산점,구분없음,191290.5824,440402.0401
폐업,서울특별시 금천구 시흥5동 912번지 20호,롯데쇼핑(주)롯데슈퍼 시흥점,구분없음,191917.4501,438699.7746
영업/정상,서울특별시 금천구 시흥동 831번지 6호   ,시흥중앙시장,그 밖의 대규모점포,191823.0268,438834.3781
영업/정상,서울특별시 금천구 독산동 291번지 7호   ,삼성테스코(주)홈플러스 금천점,대형마트,190809.5078,440728.3823
영업/정상,서울특별시 금천구 독산동 291번지 7호   ,삼성테스코(주)홈플러스 금천점,대형마트,190809.5078,440728.3823
영업/정상,서울특별시 영등포구 문래동3가 55번지 3호,홈플러스(주) 영등포점,대형마트,190729.5065,446227.075
영업/정상,서울특별시 영등포구 문래동3가 55호,로데오 왁,전문점,190644.1207,446104.9252
영업/정상,서울특별시 영등포구 양평동3가 65호,코스트코 홀세일,대형마트,190408.5091,447298.0222
영업/정상,서울특별시 영등포구 영등포동5가 18번지 1호,영신상가,그 밖의 대규모점포,191691.1679,446411.0071
영업/정상,서울특별시 영등포구 양평동3가 65호   ,코스트코홀세일,그 밖의 대규모점포,190408.5091,447298.0222
영업/정상,서울특별시 영등포구 영등포동5가 20호   ,영등포지하상가,그 밖의 대규모점포,,
영업/정상,서울특별시 영등포구 여의도동 42번지 1   호   ,한화스토아여의점,그 밖의 대규모점포,,
영업/정상,서울특별시 영등포구 당산동3가 2번지 7 호   ,홍익상가,그 밖의 대규모점포,,
영업/정상,서울특별시 영등포구 도림동 176호   ,도림시장,그 밖의 대규모점포,,
영업/정상,서울특별시 영등포구 양평동1가 30호   ,양남시장,그 밖의 대규모점포,190307.5283,446742.5563
영업/정상,서울특별시 영등포구 신길동 259호   ,신동시장,그 밖의 대규모점포,,
영업/정상,서울특별시 영등포구 신길동 116번지 15호   ,대신시장,그 밖의 대규모점포,192643.7024,445431.5209
영업/정상,서울특별시 영등포구 대림동 963호   ,대림시장,그 밖의 대규모점포,,
영업/정상,서울특별시 영등포구 대림동 717호   ,두암종합시장,그 밖의 대규모점포,190916.9114,443681.7667
영업/정상,서울특별시 영등포구 당산동1가 9번지 1   호   ,영등포농축수산물쎈타,그 밖의 대규모점포,,
영업/정상,서울특별시 영등포구 영등포동5가 20호   ,영등포역앞지하상가,그 밖의 대규모점포,,
영업/정상,서울특별시 영등포구 영등포동5가 20호   ,영등포로타리지하상가,그 밖의 대규모점포,,
영업/정상,서울특별시 영등포구 영등포동5가 20호   ,삼구시장,그 밖의 대규모점포,,
영업/정상,서울특별시 영등포구 영등포동5가 24호   ,동남시장,그 밖의 대규모점포,191590.8783,446489.4195
영업/정상,서울특별시 영등포구 문래동3가 16호   ,영일시장,그 밖의 대규모점포,,
영업/정상,서울특별시 영등포구 당산동2가 30번지 2호,영등포유통관리(주),그 밖의 대규모점포,190555.769,446698.8143
영업/정상,서울특별시 영등포구 문래동3가 55-16 영등포 SK 리더스뷰,룩스쇼핑센터,전문점,191087.759,446157.4373
영업/정상,서울특별시 영등포구 여의도동 47번지 여의도자이(아) 지하 1층,신세계 이마트 여의도점,대형마트,193393.0966,446218.4438
영업/정상,서울특별시 영등포구 영등포동4가 441번지 10호 타임스퀘어,타임스퀘어,쇼핑센터,191385.0574,446098.5559
영업/정상,서울특별시 영등포구 대림3동 784번지,롯데슈퍼 대림점,구분없음,190721.4179,444571.7693
영업/정상,,홈플러스(주) 익스프레스 신길점,구분없음,192275.2997,443891.0734
영업/정상,서울특별시 영등포구 여의도동 23번지,아이에프씨몰(IFC Mall),복합쇼핑몰,193326.931,446973.9146
영업/정상,서울특별시 영등포구 대림동 717 대림동 쌍용 플래티넘-S,두암상가,그 밖의 대규모점포,190916.9114,443681.7667
영업/정상,서울특별시 영등포구 대림1동 909번지 2호,썬프라자,쇼핑센터,191800.7282,443809.7739
영업/정상,서울특별시 영등포구 도림동 251번지 5호,홈플러스(주) 익스프레스 도림점,구분없음,191157.1393,444953.0052
영업/정상,서울특별시 영등포구 신길3동 259번지 4호,홈플러스(주) 익스프레스 신길3점,구분없음,191936.2544,444885.1687
영업/정상,서울특별시 영등포구 신길동 101번지 7호,홈플러스(주) 익스프레스 신길2점,구분없음,192712.7693,445770.103
영업/정상,서울특별시 영등포구 여의도동 22번지,THE HYUNDAI SEOUL,백화점,193592.0004,447092.6294
영업/정상,서울특별시 영등포구 양평동1가 247 영등포 중흥 S-CLASS,영등포 중흥 에스클래스,그 밖의 대규모점포,189877.0323,446801.7823
휴업,서울특별시 영등포구 여의도동 60호   ,63씨티,그 밖의 대규모점포,194632.5264,446401.9265
휴업,서울특별시 영등포구 여의도동 20호   ,(주)LG,그 밖의 대규모점포,193674.7437,447296.2263
폐업,서울특별시 영등포구 신길동 2363번지 메트하임,메트하임,그 밖의 대규모점포,192558.2718,444233.8189
폐업,서울특별시 영등포구 당산동3가 2번지 7호,코레일유통주식회사,그 밖의 대규모점포,191272.121,447064.8858
폐업,서울특별시 영등포구 신길동 254번지 1호,(주)사러가,그 밖의 대규모점포,192041.0328,444884.8043
폐업,서울특별시 영등포구 신길동 255번지 9   호,(주)신영사러가,그 밖의 대규모점포,191994.5051,444933.1587
폐업,서울특별시 영등포구 양평동1가 247호,영등포기계상가,그 밖의 대규모점포,189877.0323,446801.7823
폐업,서울특별시 영등포구 대림1동 909번지 2호,롯데슈퍼 썬프라자점,구분없음,191800.7282,443809.7739
폐업,서울특별시 영등포구 양평동2가 29번지 23호,홈플러스(주) 익스프레스 양평점,대형마트,189785.7525,446796.8821
취소/말소/만료/정지/중지,서울특별시 영등포구 영등포동3가 7호,영등포 점프밀라노,쇼핑센터,191580.6464,446320.7183
영업/정상,서울특별시 동작구 대방동 501번지,대림쇼핑타운,시장,193273.484,445011.2501
영업/정상,서울특별시 동작구 흑석동 332번지,해가든프라자,그 밖의 대규모점포,196587.0306,444939.4554
영업/정상,서울특별시 동작구 상도4동 255번지 4호,홈플러스(주) 익스프레스 상도점,구분없음,194064.9941,444089.8383
영업/정상,서울특별시 동작구 사당3동 252번지 22호,홈플러스(주) 익스프레스 남성점,복합쇼핑몰,197507.8344,442470.9296
영업/정상,서울특별시 동작구 상도동 324번지 1호,성대종합시장,그 밖의 대규모점포,193896.3848,444196.4848
영업/정상,서울특별시 동작구 대방동 335번지 17호,(주)이마트에브리데이 대방동점,복합쇼핑몰,193699.1899,444190.8446
영업/정상,서울특별시 동작구 사당동 147번지 29호 이수자이,(주)이마트 이수점,복합쇼핑몰,198202.4725,442471.241
영업/정상,서울특별시 동작구 상도동 527번지,(주)이마트에브리데이 상도동점,그 밖의 대규모점포,194963.2747,444866.8456
영업/정상,"서울특별시 동작구 사당동 105번지 신동아상가 제1층 101~105, 110호",(주)이마트에브리데이 사당동점,그 밖의 대규모점포,197802.0549,443049.4715
영업/정상,서울특별시 동작구 대방동 341번지 2호,(주)홈플러스 대방점,그 밖의 대규모점포,193393.3064,445577.5132
영업/정상,서울특별시 동작구 상도2동 414번지,홈플러스 익스프레스 상도2점,구분없음,195489.4234,444995.6756
영업/정상,서울특별시 동작구 상도동 530번지,홈플러스 익스프레스 상도3점,구분없음,194941.0306,443848.079
영업/정상,서울특별시 동작구 상도동 531번지 상가2동 지상1층 101~105호,(주)지에스리테일 상도 엠코타운점,구분없음,195585.914,443690.5954
영업/정상,,롯대슈펴 신대방점,그 밖의 대규모점포,192170.1558,443599.419
휴업,서울특별시 동작구 신대방동 565호   ,신대방우성상가,그 밖의 대규모점포,192113.2006,443344.3735
휴업,서울특별시 동작구 노량진동 16번지 0001호   ,서울노량진종합시장,그 밖의 대규모점포,194571.1524,445790.5499
휴업,서울특별시 동작구 노량진동 13번지 0008호   ,서울노량진종합시장,그 밖의 대규모점포,194807.8453,445901.4134
휴업,서울특별시 동작구 사당동 136-1 태평백화점,태평백화점,백화점,198303.5271,442742.4229
폐업,서울특별시 동작구 상도동 188번지 14호,롯데쇼핑(주) 롯데슈퍼 상도3동점,복합쇼핑몰,194250.71,444556.4252
폐업,서울특별시 동작구 사당동 105번지 우성아파트3단지  제비101호,(주)지에스리테일 GS수퍼 사당점,구분없음,197802.0549,443049.4715
폐업,서울특별시 동작구 사당1동 1042번지 19호,롯데쇼핑(주)롯데슈퍼 사당점,그 밖의 대규모점포,198259.0425,441696.1456
폐업,서울특별시 동작구 사당동 136번지 1호,(주) GS리테일 GS수퍼 사당태평점,구분없음,198303.5271,442742.4229
영업/정상,,신림중앙시장,시장,192096.3496,442339.2136
영업/정상,서울특별시 관악구 대학동 1523번지,일성트루엘상가,그 밖의 대규모점포,194203.8252,441229.9292
영업/정상,,우림시장,그 밖의 대규모점포,192893.3475,440903.8196
영업/정상,서울특별시 관악구 봉천동 10번지 4호 외14필지,관악쇼핑,그 밖의 대규모점포,196338,442951
영업/정상,서울특별시 관악구 봉천동 1638번지 20호,원당종합시장,그 밖의 대규모점포,196912.8336,441358.8932
영업/정상,서울특별시 관악구 중앙동 463번지 4호 메카플러스 지하1층,홈플러스 익스프레스 봉천점,구분없음,195274.3433,442663.4986
영업/정상,서울특별시 관악구 은천동 937번지 6호 동영빌딩 1층,(주)이마트에브리데이 봉천동점,대형마트,194770.4174,442676.8314
영업/정상,서울특별시 관악구 미성동 607번지 73호,(주)천성세이브마트,그 밖의 대규모점포,192674.8859,441352.7435
영업/정상,서울특별시 관악구 남현동 산 69번지 51호,홈플러스 서울남현점,대형마트,198449.0022,441337.859
영업/정상,서울특별시 관악구 서원동 1641번지 2호,타임스트림,복합쇼핑몰,193754.4274,442407.2012
영업/정상,서울특별시 관악구 봉천동 1567번지 1호,(주)지에스리테일 관악점,구분없음,195431.4654,441896.3029
영업/정상,서울특별시 관악구 봉천동 1629번지 2호,(주)지에스리테일 낙성대점,구분없음,196501.1598,441640.881
영업/정상,서울특별시 관악구 봉천동 951번지 25호   ,봉일시장,그 밖의 대규모점포,194486.2705,442632.4695
영업/정상,서울특별시 관악구 봉천동 951번지 25호   ,봉일시장,그 밖의 대규모점포,194486.2705,442632.4695
영업/정상,서울특별시 관악구 봉천동 502번지 4호,봉천현대시장,시장,195206.0569,442716.3017
영업/정상,서울특별시 관악구 봉천동 31번지 1호,관악프라자,쇼핑센터,195963.3353,442381.536
영업/정상,서울특별시 관악구 봉천동 1000호,관악현대상가,그 밖의 대규모점포,196257.8337,443341.3794
영업/정상,서울특별시 관악구 신림동 1694호,신림현대종합상가,시장,193957.9443,441437.7749
영업/정상,,하이브랜드,그 밖의 대규모점포,203204.7556,440136.7812
영업/정상,서울특별시 관악구 신림동 1422번지 5호,르네상스쇼핑몰(주),복합쇼핑몰,193746.8338,442510.7751
영업/정상,서울특별시 관악구 봉천동 862번지 1호,라붐아울렛,복합쇼핑몰,195703.0437,442094.0858
영업/정상,   호   ,관악종합시장,그 밖의 대규모점포,,
휴업,서울특별시 관악구 신림동 1422번지 5호   ,르네상스쇼핑몰(주),쇼핑센터,193746.8338,442510.7751
휴업,서울특별시 관악구 신림동 1422번지 5호   ,르네상스쇼핑몰(주),쇼핑센터,193746.8338,442510.7751
휴업,서울특별시 관악구 신림동 1602번지 2호   ,관악종합시장,그 밖의 대규모점포,193580.3665,442144.6708
폐업,서울특별시 관악구 대학동 240번지 4호,홈플러스 익스프레스 신림점,구분없음,194457.493,440910.5639
폐업,서울특별시 관악구 남현동 1078번지 2호,롯데쇼핑(주)롯데슈퍼 남현2점,구분없음,197790.0798,441231.5919
영업/정상,서울특별시 서초구 방배본동 755번지 5호,롯데쇼핑(주)롯데슈퍼 방배점,전문점,198660.6163,443855.5734
영업/정상,서울특별시 서초구 반포동 1141번지,엘루체,그 밖의 대규모점포,198791.788,444392.6725
영업/정상,서울특별시 서초구 서초2동 1332번지 2호,무지개쇼핑,그 밖의 대규모점포,202216.05,443352.0246
영업/정상,서울특별시 서초구 방배1동 816번지 1호,롯데슈퍼 방배2점,대형마트,198984.3648,443229.8359
영업/정상,,국제전자도매센타,전문점,201501.6727,442505.5731
영업/정상,,반포프라자,그 밖의 대규모점포,198776.1135,444432.3252
영업/정상,,신동아종합상가,그 밖의 대규모점포,202250.1452,443143.7846
영업/정상,,방배종합시장,그 밖의 대규모점포,198492.7972,442199.2683
영업/정상,,신반포종합시장,그 밖의 대규모점포,199448.513,444800.5508
영업/정상,,신사쇼핑,그 밖의 대규모점포,201230.6934,445992.4593
영업/정상,,대림서초리시온,그 밖의 대규모점포,201295.7,443474.5249
영업/정상,,아크로비스타 아케이드,그 밖의 대규모점포,201107.6347,443999.0671
