거래금액,거래유형,건축년도,년,도로명,도로명건물본번호코드,도로명건물부번호코드,도로명시군구코드,도로명일련번호코드,도로명지상지하코드,도로명코드,법정동,법정동본번코드,법정동부번코드,법정동시군구코드,법정동읍면동코드,법정동지번코드,아파트,월,일,일련번호,전용면적,중개사소재지,지번,지역코드,층,해제사유발생일,해제여부
"   110,500",중개거래,1993,2022,장안로51번길,00011,00000,41135,01,0,4340382, 분당동,0066,0000,41135,10100,1,장안타운(건영),1,12,41135-32,85,경기 성남분당구,66,41135,5, , 
"    98,500",중개거래,1994,2022,수내로,00181,00000,41135,01,0,3180039, 분당동,0038,0000,41135,10100,1,샛별마을(우방),1,21,41135-21,57.28,경기 성남분당구,38,41135,12, , 
"   136,000",중개거래,1993,2022,내정로174번길,00042,00000,41135,01,0,4340037, 수내동,0052,0000,41135,10200,1,파크타운(서안),1,3,41135-77,84.78,경기 성남분당구,52,41135,7, , 
"    63,000",직거래,1992,2022,내정로165번길,00035,00000,41135,01,0,4340034, 수내동,0024,0000,41135,10200,1,양지마을(5단지)(한양501-514),1,5,41135-73,42.56, ,24,41135,5, , 
"    92,000",중개거래,1992,2022,수내로,00206,00000,41135,02,0,3180039, 수내동,0073,0000,41135,10200,1,푸른마을(신성),1,5,41135-79,59.78,경기 성남분당구,73,41135,1, , 
"   165,000",중개거래,1992,2022,수내로,00174,00000,41135,02,0,3180039, 수내동,0071,0000,41135,10200,1,푸른마을(벽산),1,10,41135-78,131.4,경기 성남분당구,71,41135,3, , 
"    57,500",중개거래,1992,2022,내정로165번길,00035,00000,41135,01,0,4340034, 수내동,0024,0000,41135,10200,1,양지마을(5단지)(한양501-514),1,13,41135-73,28.16,경기 성남분당구,24,41135,2, , 
"   200,000",중개거래,1993,2022,내정로166번길,00042,00000,41135,01,0,4340035, 수내동,0054,0000,41135,10200,1,파크타운(삼익),1,15,41135-76,131.49,"경기 성남분당구, 서울 서초구",54,41135,8, , 
"   194,500",중개거래,1992,2022,수내로,00074,00000,41135,02,0,3180039, 수내동,0034,0000,41135,10200,1,양지마을(금호1),1,18,41135-71,164.25,경기 성남분당구,34,41135,6, , 
"   130,500",중개거래,1992,2022,수내로192번길,00025,00000,41135,01,0,4340284, 수내동,0073,0000,41135,10200,1,푸른마을(신성),1,21,41135-79,84.72,경기 성남분당구,73,41135,15, , 
"    82,500",중개거래,1992,2022,내정로165번길,00035,00000,41135,01,0,4340034, 수내동,0024,0000,41135,10200,1,양지마을(5단지)(한양501-514),1,27,41135-73,42.56,경기 성남분당구,24,41135,2, , 
"   188,000",중개거래,2004,2022,정자일로,00248,00000,41135,01,0,3180021, 정자동,0006,0000,41135,10300,1,분당파크뷰,1,6,41135-250,84.99,"경기 성남분당구, 서울 서초구",6,41135,20, , 
"   180,000",중개거래,2004,2022,정자일로,00220,00000,41135,01,0,3180021, 정자동,0014,0001,41135,10300,1,동양정자파라곤(2단지),1,6,41135-266,166.38,경기 성남분당구,14-1,41135,7, , 
"    73,000",중개거래,1995,2022,불정로,00179,00000,41135,03,0,3180030, 정자동,0198,0000,41135,10300,1,정든마을(2단지)(동아),1,10,41135-62,48.84,경기 성남분당구,198,41135,4,22.01.28,O
"    73,000",중개거래,1995,2022,불정로,00179,00000,41135,03,0,3180030, 정자동,0198,0000,41135,10300,1,정든마을(2단지)(동아),1,10,41135-62,48.84,경기 성남분당구,198,41135,4, , 
"   194,000",중개거래,2003,2022,정자일로213번길,00019,00000,41135,01,0,4340130, 정자동,0010,0001,41135,10300,1,현대I-PARK2,1,13,41135-239,145.46,경기 성남분당구,10-1,41135,9, , 
"   129,000",중개거래,1994,2022,불정로,00219,00000,41135,03,0,3180030, 정자동,0110,0000,41135,10300,1,한솔마을(1단지)(청구),1,15,41135-68,84.965,경기 성남분당구,110,41135,4, , 
"   137,000",중개거래,2003,2022,정자일로,00239,00000,41135,01,0,3180021, 정자동,0009,0000,41135,10300,1,현대I-PARK1,1,15,41135-242,80.31,경기 성남분당구,9,41135,23, , 
"    73,000",중개거래,1994,2022,불정로,00195,00000,41135,03,0,3180030, 정자동,0198,0000,41135,10300,1,정든마을(6단지)(우성),1,15,41135-227,48.84,경기 성남분당구,198,41135,3, , 
"   117,500",중개거래,1994,2022,정자로76번길,00010,00000,41135,01,0,4340388, 정자동,0125,0000,41135,10300,1,상록마을(라이프2차),1,15,41135-226,71.61,경기 성남분당구,125,41135,3, , 
"   109,000",중개거래,1995,2022,내정로,00054,00000,41135,02,0,3180003, 정자동,0117,0000,41135,10300,1,한솔마을(6단지)(주공),1,15,41135-224,58.19,경기 성남분당구,117,41135,13, , 
"    72,500",중개거래,1995,2022,내정로,00054,00000,41135,02,0,3180003, 정자동,0117,0000,41135,10300,1,한솔마을(6단지)(주공),1,15,41135-224,39.87,경기 성남분당구,117,41135,3, , 
"    76,000",중개거래,1995,2022,내정로,00054,00000,41135,02,0,3180003, 정자동,0117,0000,41135,10300,1,한솔마을(6단지)(주공),1,15,41135-224,39.87,경기 성남분당구,117,41135,17, , 
"   160,000",중개거래,2004,2022,정자일로,00220,00000,41135,01,0,3180021, 정자동,0014,0001,41135,10300,1,동양정자파라곤(2단지),1,19,41135-266,84.95,경기 성남분당구,14-1,41135,3, , 
"    73,300",중개거래,1995,2022,불정로,00179,00000,41135,03,0,3180030, 정자동,0198,0000,41135,10300,1,정든마을(2단지)(동아),1,21,41135-62,48.84,경기 성남분당구,198,41135,3, , 
"    80,000",중개거래,1994,2022,불정로,00195,00000,41135,03,0,3180030, 정자동,0198,0000,41135,10300,1,정든마을(6단지)(우성),1,24,41135-227,48.84,경기 성남분당구,198,41135,12, , 
"    73,000",중개거래,1994,2022,백현로,00206,00000,41135,02,0,3180022, 정자동,0102,0000,41135,10300,1,한솔마을(4단지)(주공),1,25,41135-67,41.85,"경기 성남분당구, 서울 동대문구",102,41135,4, , 
"   180,000",중개거래,2004,2022,정자일로,00248,00000,41135,01,0,3180021, 정자동,0006,0000,41135,10300,1,분당파크뷰,1,26,41135-250,84.99,경기 성남분당구,6,41135,17, , 
"   110,000",중개거래,2021,2022,돌마로,00171,00000,41135,02,0,3180007, 정자동,0215,0000,41135,10300,1,더샵분당파크리버,1,26,41135-601,84.9377,경기 성남분당구,215,41135,14, , 
"    60,000",중개거래,1991,2022,중앙공원로,00017,00000,41135,01,0,3180049, 서현동,0091,0000,41135,10500,1,시범한양,1,3,41135-103,28.71,경기 성남분당구,91,41135,12, , 
"   180,000",중개거래,1991,2022,중앙공원로,00020,00000,41135,01,0,3180049, 서현동,0092,0000,41135,10500,1,시범현대,1,4,41135-99,189.63,경기 성남분당구,92,41135,14, , 
"   150,000",중개거래,1991,2022,중앙공원로,00020,00000,41135,01,0,3180049, 서현동,0092,0000,41135,10500,1,시범현대,1,7,41135-99,108.75,"경기 성남분당구, 경기 용인기흥구",92,41135,5, , 
"   132,000",직거래,1991,2022,중앙공원로,00020,00000,41135,01,0,3180049, 서현동,0092,0000,41135,10500,1,시범현대,1,10,41135-99,164.04, ,92,41135,3, , 
"   178,500",중개거래,1991,2022,중앙공원로,00017,00000,41135,01,0,3180049, 서현동,0091,0000,41135,10500,1,시범한양,1,11,41135-103,134.87,경기 성남분당구,91,41135,2, , 
"    59,700",중개거래,1991,2022,중앙공원로,00017,00000,41135,01,0,3180049, 서현동,0091,0000,41135,10500,1,시범한양,1,15,41135-103,28.71,경기 성남분당구,91,41135,12, , 
"    61,000",중개거래,1991,2022,중앙공원로,00017,00000,41135,01,0,3180049, 서현동,0091,0000,41135,10500,1,시범한양,1,18,41135-103,28.71,경기 성남분당구,91,41135,6, , 
"    69,000",중개거래,1991,2022,중앙공원로,00017,00000,41135,01,0,3180049, 서현동,0091,0000,41135,10500,1,시범한양,1,24,41135-103,35.1,경기 성남분당구,91,41135,14, , 
"    69,000",중개거래,1991,2022,중앙공원로,00017,00000,41135,01,0,3180049, 서현동,0091,0000,41135,10500,1,시범한양,1,25,41135-103,35.1,경기 성남분당구,91,41135,7, , 
"    63,000",중개거래,1991,2022,중앙공원로,00017,00000,41135,01,0,3180049, 서현동,0091,0000,41135,10500,1,시범한양,1,26,41135-103,28.71,경기 성남분당구,91,41135,7, , 
"   153,400",중개거래,1994,2022,양현로,00192,00000,41135,02,0,3180042, 이매동,0100,0000,41135,10600,1,이매촌(삼성),1,4,41135-92,127.83,경기 성남분당구,100,41135,5, , 
"   145,000",중개거래,1992,2022,서현로,00181,00000,41135,03,0,3180034, 이매동,0124,0000,41135,10600,1,이매촌(한신),1,5,41135-97,84.9,경기 성남분당구,124,41135,16, , 
"   197,000",중개거래,1992,2022,양현로94번길,00029,00000,41135,01,0,4340315, 이매동,0123,0000,41135,10600,1,이매촌(청구),1,7,41135-96,133.15,경기 성남분당구,123,41135,16, , 
"   197,000",중개거래,1992,2022,양현로94번길,00029,00000,41135,01,0,4340315, 이매동,0123,0000,41135,10600,1,이매촌(청구),1,7,41135-96,133.15,경기 성남분당구,123,41135,16, , 
"   132,000",중개거래,1992,2022,서현로,00181,00000,41135,03,0,3180034, 이매동,0124,0000,41135,10600,1,이매촌(한신),1,12,41135-97,84.9,경기 성남분당구,124,41135,5, , 
"   154,000",중개거래,1994,2022,양현로,00192,00000,41135,02,0,3180042, 이매동,0100,0000,41135,10600,1,이매촌(삼성),1,18,41135-92,127.83,경기 성남분당구,100,41135,11, , 
"   200,000",중개거래,1992,2022,탄천로,00095,00000,41135,01,0,3180050, 이매동,0133,0000,41135,10600,1,아름마을(두산),1,28,41135-82,158.4,경기 성남분당구,133,41135,16, , 
"   156,000",중개거래,1993,2022,이매로,00011,00000,41135,01,0,3180047, 이매동,0142,0000,41135,10600,1,아름마을(선경),1,28,41135-84,83.58,경기 성남분당구,142,41135,2, , 
"   145,000",중개거래,2003,2022,야탑로,00125,00000,41135,01,0,3180041, 야탑동,0391,0000,41135,10700,1,현대I-PARK,1,3,41135-238,146.8267,경기 성남분당구,391,41135,7, , 
"   119,000",중개거래,1993,2022,장미로,00055,00000,41135,01,0,3180048, 야탑동,0330,0000,41135,10700,1,장미마을(코오롱)1,1,7,41135-138,84.6,경기 성남분당구,330,41135,4, , 
"    95,000",중개거래,1995,2022,매화로,00092,00000,41135,01,0,3180012, 야탑동,0201,0000,41135,10700,1,매화마을공무원1,1,8,41135-119,58.92,경기 성남분당구,201,41135,8, , 
"   132,000",중개거래,1994,2022,야탑로,00124,00000,41135,01,0,3180041, 야탑동,0517,0000,41135,10700,1,탑마을(벽산),1,8,41135-144,101.97,경기 성남분당구,517,41135,11, , 
"   124,000",중개거래,1993,2022,장미로,00055,00000,41135,01,0,3180048, 야탑동,0330,0000,41135,10700,1,장미마을(동부),1,13,41135-137,84.99,경기 성남분당구,330,41135,3, , 
"    86,700",중개거래,1995,2022,장미로,00139,00000,41135,01,0,3180048, 야탑동,0215,0000,41135,10700,1,매화마을공무원2,1,15,41135-120,58.71,경기 성남분당구,215,41135,7, , 
"   100,500",중개거래,1993,2022,장미로,00055,00000,41135,01,0,3180048, 야탑동,0330,0000,41135,10700,1,장미마을(코오롱)1,1,15,41135-138,59.55,경기 성남분당구,330,41135,6, , 
"   134,500",중개거래,1993,2022,장미로,00055,00000,41135,01,0,3180048, 야탑동,0330,0000,41135,10700,1,장미마을(코오롱)1,1,15,41135-138,84.6,경기 성남분당구,330,41135,8, , 
"    64,700",중개거래,1995,2022,판교로,00645,00000,41135,00,0,3180051, 야탑동,0162,0000,41135,10700,1,목련마을(한일),1,15,41135-129,50.82,경기 성남분당구,162,41135,5, , 
"   101,800",중개거래,1993,2022,장미로,00055,00000,41135,01,0,3180048, 야탑동,0330,0000,41135,10700,1,장미마을(동부),1,16,41135-137,59.76,경기 성남분당구,330,41135,9, , 
"   147,000",중개거래,1993,2022,장미로,00055,00000,41135,01,0,3180048, 야탑동,0330,0000,41135,10700,1,장미마을(동부),1,17,41135-137,131.73,경기 성남분당구,330,41135,13,22.03.02,O
"   147,000",중개거래,1993,2022,장미로,00055,00000,41135,01,0,3180048, 야탑동,0330,0000,41135,10700,1,장미마을(동부),1,17,41135-137,131.73,경기 성남분당구,330,41135,13, , 
"    90,000",중개거래,1995,2022,매화로,00092,00000,41135,01,0,3180012, 야탑동,0201,0000,41135,10700,1,매화마을공무원1,1,20,41135-119,58.92,경기 성남분당구,201,41135,15, , 
"   142,500",중개거래,1993,2022,장미로,00055,00000,41135,01,0,3180048, 야탑동,0330,0000,41135,10700,1,장미마을(동부),1,21,41135-137,131.73,경기 성남분당구,330,41135,10, , 
"   127,000",중개거래,1993,2022,장미로,00055,00000,41135,01,0,3180048, 야탑동,0330,0000,41135,10700,1,장미마을(동부),1,21,41135-137,84.99,경기 성남분당구,330,41135,5, , 
"    70,000",중개거래,1993,2022,장미로,00101,00000,41135,01,0,3180048, 야탑동,0334,0000,41135,10700,1,장미마을(현대),1,24,41135-139,41.76,경기 성남분당구,334,41135,6, , 
"   151,000",중개거래,2003,2022,야탑로,00125,00000,41135,01,0,3180041, 야탑동,0391,0000,41135,10700,1,현대I-PARK,1,24,41135-238,146.8267,경기 성남분당구,391,41135,4, , 
"    80,000",직거래,1994,2022,야탑로,00124,00000,41135,01,0,3180041, 야탑동,0517,0000,41135,10700,1,탑마을(벽산),1,27,41135-144,134.79, ,517,41135,14, , 
"    90,000",중개거래,1995,2022,장미로,00139,00000,41135,01,0,3180048, 야탑동,0215,0000,41135,10700,1,매화마을공무원2,1,28,41135-120,66.6,경기 성남분당구,215,41135,2, , 
"   134,000",중개거래,1992,2022,판교로,00421,00000,41135,02,0,3180051, 야탑동,0535,0000,41135,10700,1,탑마을(대우),1,29,41135-143,101.76,경기 성남분당구,535,41135,7,23.01.20,O
"   176,000",중개거래,2009,2022,서판교로,00147,00000,41135,01,0,3180044, 판교동,0513,0000,41135,10800,1,판교원마을11단지(힐스테이트),1,4,41135-448,101.76,경기 성남분당구,513,41135,14, , 
"   186,000",중개거래,2009,2022,판교로,00030,00000,41135,03,0,3180051, 판교동,0623,0000,41135,10800,1,판교원마을2단지(푸르지오),1,8,41135-459,115.09,경기 성남분당구,623,41135,4, , 
"   144,000",중개거래,2009,2022,판교원로,00237,00000,41135,01,0,3180052, 판교동,0637,0000,41135,10800,1,판교원마을7단지(모아미래도),1,29,41135-439,80.21,경기 성남분당구,637,41135,17, , 
"   240,000",중개거래,2012,2022,동판교로177번길,00025,00000,41135,00,4340278, 삼평동,0740,0000,41135,10900,1,판교호반써밋플레이스,1,28,41135-507,131.24,경기 성남분당구,740,41135,4, , ,
"   280,000",중개거래,2015,2022,대왕판교로606번길,00010,00000,41135,00,4340053, 백현동,0531,0000,41135,11000,1,판교알파리움1단지,1,11,41135-529,142.013,경기 성남분당구,531,41135,5, , ,
"   391,000",중개거래,2011,2022,동판교로,00123,00000,41135,02,0,3178016, 백현동,0542,0000,41135,11000,1,판교푸르지오그랑블,1,14,41135-497,139.7268,경기 성남분당구,542,41135,17, , 
"   235,000",중개거래,2015,2022,대왕판교로606번길,00010,00000,41135,00,4340053, 백현동,0531,0000,41135,11000,1,판교알파리움1단지,1,22,41135-529,129.399,경기 성남분당구,531,41135,2, , ,
"   220,000",중개거래,2009,2022,동판교로,00122,00000,41135,02,0,3178016, 백현동,0545,0000,41135,11000,1,백현마을2단지(주공)일부임대,1,28,41135-473,101.25,경기 성남분당구,545,41135,3, , 
"   149,000",중개거래,2004,2022,정자일로,00027,00000,41135,02,0,3180021, 금곡동,0201,0000,41135,11100,1,코오롱더프라우,1,7,41135-246,153.948,경기 성남분당구,201,41135,14, , 
"   119,000",중개거래,1995,2022,정자일로,00072,00000,41135,02,0,3180021, 금곡동,0181,0000,41135,11100,1,청솔마을(한라),1,12,41135-159,69.12,경기 성남분당구,181,41135,13, , 
"    84,000",중개거래,1994,2022,금곡로,00263,00000,41135,02,0,3180054, 금곡동,0125,0000,41135,11100,1,청솔마을(공무원),1,15,41135-151,58.71,경기 성남분당구,125,41135,8, , 
"   125,000",중개거래,1994,2022,미금로,00215,00000,41135,01,0,3180016, 금곡동,0141,0000,41135,11100,1,청솔마을(대원),1,26,41135-152,84.97,경기 성남분당구,141,41135,4, , 
"    67,500",중개거래,1995,2022,미금로,00216,00000,41135,01,0,3180016, 금곡동,0133,0000,41135,11100,1,청솔마을(주공9단지),1,28,41135-158,36.54,경기 성남분당구,133,41135,14, , 
"    60,000",중개거래,1995,2022,미금로22번길,00009,00000,41135,01,0,4340093, 구미동,0213,0000,41135,11400,1,무지개(11단지)(금강센테리움),1,3,41135-179,49.77,경기 성남분당구,213,41135,10, , 
"    94,000",중개거래,1995,2022,미금일로,00022,00000,41135,03,0,3180061, 구미동,0088,0000,41135,11400,1,까치마을(2단지)(주공),1,7,41135-167,59.98,경기 성남분당구,88,41135,9, , 
"   118,000",중개거래,1995,2022,구미로144번길,00007,00000,41135,01,0,4340006, 구미동,0243,0000,41135,11400,1,무지개(8단지)(제일),1,7,41135-186,134.46,경기 성남분당구,243,41135,10, , 
"    73,300",중개거래,1996,2022,미금로,00063,00000,41135,02,0,3180016, 구미동,0201,0000,41135,11400,1,무지개(3단지)(건영),1,8,41135-178,53.83,경기 성남분당구,201,41135,12, , 
"    89,000",중개거래,1995,2022,미금로,00184,00000,41135,02,0,3180016, 구미동,0077,0000,41135,11400,1,까치마을(1단지)(대우롯데선경),1,8,41135-232,51.32,경기 성남분당구,77,41135,10, , 
"    76,700",중개거래,1995,2022,미금로22번길,00010,00000,41135,01,0,4340093, 구미동,0212,0000,41135,11400,1,무지개(12단지)(주공뜨란체),1,10,41135-187,59.98,경기 성남분당구,212,41135,19, , 
"   122,000",중개거래,1995,2022,미금일로,00058,00000,41135,03,0,3180061, 구미동,0063,0000,41135,11400,1,까치마을(4단지)(선경),1,19,41135-231,70.66,경기 성남분당구,63,41135,7, , 
"    94,000",중개거래,1995,2022,미금일로,00022,00000,41135,03,0,3180061, 구미동,0088,0000,41135,11400,1,까치마을(2단지)(주공),1,22,41135-167,59.98,경기 성남분당구,88,41135,17, , 
"    99,000",중개거래,1995,2022,미금일로,00022,00000,41135,03,0,3180061, 구미동,0088,0000,41135,11400,1,까치마을(2단지)(주공),1,26,41135-167,59.98,경기 성남분당구,88,41135,19, , 
"   102,000",중개거래,1995,2022,구미로,00115,00000,41135,01,0,3180001, 구미동,0225,0000,41135,11400,1,무지개(6단지)(건영),1,26,41135-219,101.82,경기 성남분당구,225,41135,2, , 
"   106,000",중개거래,2009,2022,판교원로,00046,00000,41135,02,0,3180052, 운중동,0921,0000,41135,11500,1,산운마을12단지(주공),1,4,41135-457,55.44,경기 성남분당구,921,41135,9, , 
"    81,000",중개거래,1993,2022,장안로51번길,00031,00000,41135,01,0,4340382, 분당동,0066,0000,41135,10100,1,장안타운(건영),2,12,41135-32,67.73,경기 성남분당구,66,41135,1, , 
"   180,000",중개거래,1993,2022,내정로,00186,00000,41135,01,0,3180003, 수내동,0051,0000,41135,10200,1,파크타운(대림),2,9,41135-74,131.49,경기 성남분당구,51,41135,18, , 
"   109,000",중개거래,1992,2022,내정로165번길,00038,00000,41135,01,0,4340034, 수내동,0032,0000,41135,10200,1,"양지마을(6단지)(금호,청구)",2,9,41135-562,65.093,경기 성남분당구,32,41135,13, , 
"   180,000",중개거래,1993,2022,내정로,00186,00000,41135,01,0,3180003, 수내동,0051,0000,41135,10200,1,파크타운(대림),2,9,41135-74,131.49,경기 성남분당구,51,41135,18, , 
"   185,000",중개거래,1992,2022,내정로,00185,00000,41135,01,0,3180003, 수내동,0036,0000,41135,10200,1,양지마을(2단지)(청구),2,14,41135-72,134.8,경기 성남분당구,36,41135,2, , 
"   149,000",중개거래,1992,2022,수내로,00174,00000,41135,02,0,3180039, 수내동,0071,0000,41135,10200,1,푸른마을(벽산),2,14,41135-78,101.82,경기 성남분당구,71,41135,6, , 
"   188,000",중개거래,1992,2022,내정로,00151,00000,41135,01,0,3180003, 수내동,0027,0000,41135,10200,1,양지마을(3단지)(금호),2,17,41135-247,134.48,경기 성남분당구,27,41135,12, , 
"   175,000",중개거래,1992,2022,내정로,00185,00000,41135,01,0,3180003, 수내동,0036,0000,41135,10200,1,양지마을(2단지)(청구),2,18,41135-72,134.8,경기 성남분당구,36,41135,3, , 
"   181,500",중개거래,1992,2022,내정로,00151,00000,41135,01,0,3180003, 수내동,0027,0000,41135,10200,1,양지마을(3단지)(금호),2,19,41135-247,134.48,경기 성남분당구,27,41135,11,22.03.25,O
"   155,000",중개거래,1993,2022,내정로166번길,00042,00000,41135,01,0,4340035, 수내동,0054,0000,41135,10200,1,파크타운(삼익),2,28,41135-76,101.835,경기 성남분당구,54,41135,6, , 
"    90,000",중개거래,1993,2022,내정로173번길,00011,00000,41135,01,0,4340036, 수내동,0029,0000,41135,10200,1,양지마을(6단지)(한양603동),2,28,41135-586,59.76,경기 성남분당구,29,41135,14, , 
"   480,000",중개거래,2004,2022,정자일로,00248,00000,41135,01,0,3180021, 정자동,0006,0000,41135,10300,1,분당파크뷰,2,3,41135-250,244.523,경기 성남분당구,6,41135,32, , 
"    80,000",중개거래,1994,2022,정자로,00115,00000,41135,01,0,3180058, 정자동,0112,0000,41135,10300,1,한솔마을(5단지)(주공),2,5,41135-223,51.66,"경기 성남분당구, 서울 송파구",112,41135,2, , 
"    73,800",중개거래,1994,2022,불정로,00195,00000,41135,03,0,3180030, 정자동,0198,0000,41135,10300,1,정든마을(6단지)(우성),2,5,41135-227,48.84,경기 성남분당구,198,41135,12, , 
"    76,000",중개거래,1994,2022,불정로,00219,00000,41135,03,0,3180030, 정자동,0110,0000,41135,10300,1,한솔마을(1단지)(청구),2,9,41135-68,49.35,경기 성남분당구,110,41135,6, , 
"   290,000",중개거래,2004,2022,정자일로,00248,00000,41135,01,0,3180021, 정자동,0006,0000,41135,10300,1,분당파크뷰,2,9,41135-250,162.869,경기 성남분당구,6,41135,27, , 
"    78,500",중개거래,1994,2022,불정로,00195,00000,41135,03,0,3180030, 정자동,0198,0000,41135,10300,1,정든마을(6단지)(우성),2,14,41135-227,48.84,경기 성남분당구,198,41135,5, , 
"   113,500",중개거래,1995,2022,불정로,00119,00000,41135,03,0,3180030, 정자동,0192,0000,41135,10300,1,정든마을(8단지)(한진),2,15,41135-229,68.04,경기 성남분당구,192,41135,5, , 
"   208,000",중개거래,2003,2022,정자일로213번길,00019,00000,41135,01,0,4340130, 정자동,0010,0001,41135,10300,1,현대I-PARK2,2,16,41135-239,162.01,경기 성남분당구,10-1,41135,22, , 
"    82,000",중개거래,1994,2022,정자로,00115,00000,41135,01,0,3180058, 정자동,0112,0000,41135,10300,1,한솔마을(5단지)(주공),2,17,41135-223,41.85,경기 성남분당구,112,41135,10, , 
"   111,000",중개거래,1994,2022,불정로,00195,00000,41135,03,0,3180030, 정자동,0198,0000,41135,10300,1,정든마을(6단지)(우성),2,19,41135-227,69.055,경기 성남분당구,198,41135,13, , 
"   164,000",중개거래,2007,2022,정자일로,00121,00000,41135,01,0,3180021, 정자동,0174,0001,41135,10300,1,분당더샵스타파크,2,19,41135-422,116.7905,경기 성남분당구,174-1,41135,12, , 
"    76,000",중개거래,1994,2022,불정로,00195,00000,41135,03,0,3180030, 정자동,0198,0000,41135,10300,1,정든마을(6단지)(우성),2,19,41135-227,48.84,경기 성남분당구,198,41135,7, , 
"    80,000",중개거래,1994,2022,불정로,00195,00000,41135,03,0,3180030, 정자동,0198,0000,41135,10300,1,정든마을(6단지)(우성),2,21,41135-227,48.84,경기 성남분당구,198,41135,12, , 
"    75,000",중개거래,1995,2022,불정로,00179,00000,41135,03,0,3180030, 정자동,0198,0000,41135,10300,1,정든마을(2단지)(동아),2,23,41135-62,48.84,경기 성남분당구,198,41135,4, , 
"   110,000",중개거래,2021,2022,돌마로,00171,00000,41135,02,0,3180007, 정자동,0215,0000,41135,10300,1,더샵분당파크리버,2,24,41135-601,84.9807,경기 성남분당구,215,41135,19, , 
"    78,000",중개거래,1995,2022,불정로,00179,00000,41135,03,0,3180030, 정자동,0198,0000,41135,10300,1,정든마을(2단지)(동아),2,25,41135-62,48.84,경기 성남분당구,198,41135,11, , 
"    70,000",중개거래,1994,2022,백현로,00206,00000,41135,02,0,3180022, 정자동,0102,0000,41135,10300,1,한솔마을(4단지)(주공),2,25,41135-67,35.28,경기 성남분당구,102,41135,12, , 
"   380,000",중개거래,2003,2022,정자일로,00100,00000,41135,01,0,3180021, 정자동,0180,0000,41135,10300,1,미켈란쉐르빌,2,28,41135-241,244.7,경기 성남분당구,180,41135,25, , 
"   140,000",중개거래,2021,2022,돌마로,00171,00000,41135,02,0,3180007, 정자동,0215,0000,41135,10300,1,더샵분당파크리버,2,28,41135-601,84.9987,경기 성남분당구,215,41135,9, , 
"   240,000",중개거래,2003,2022,정자일로,00239,00000,41135,01,0,3180021, 정자동,0009,0000,41135,10300,1,현대I-PARK1,2,28,41135-242,172.67,경기 성남분당구,9,41135,33, , 
"    70,500",중개거래,1991,2022,중앙공원로,00017,00000,41135,01,0,3180049, 서현동,0091,0000,41135,10500,1,시범한양,2,4,41135-103,35.1,경기 성남분당구,91,41135,9, , 
"   160,000",중개거래,1991,2022,중앙공원로,00054,00000,41135,01,0,3180049, 서현동,0096,0000,41135,10500,1,시범우성,2,5,41135-100,129.21,경기 성남분당구,96,41135,1, , 
"    62,800",중개거래,1991,2022,중앙공원로,00017,00000,41135,01,0,3180049, 서현동,0091,0000,41135,10500,1,시범한양,2,5,41135-103,28.71,경기 성남분당구,91,41135,3, , 
"   159,000",중개거래,1991,2022,중앙공원로,00053,00000,41135,01,0,3180049, 서현동,0087,0000,41135,10500,1,시범한신,2,5,41135-102,84.69,경기 성남분당구,87,41135,8, , 
"   106,500",중개거래,1992,2022,분당로201번길,00017,00000,41135,01,0,4340154, 서현동,0299,0000,41135,10500,1,효자촌(현대),2,12,41135-111,59.82,경기 성남분당구,299,41135,14, , 
"   106,500",중개거래,1992,2022,분당로201번길,00017,00000,41135,01,0,4340154, 서현동,0299,0000,41135,10500,1,효자촌(현대),2,12,41135-111,59.82,경기 성남분당구,299,41135,14, , 
"    72,000",중개거래,1991,2022,중앙공원로,00017,00000,41135,01,0,3180049, 서현동,0091,0000,41135,10500,1,시범한양,2,14,41135-103,35.1,경기 성남분당구,91,41135,5, , 
"   148,000",중개거래,1991,2022,중앙공원로,00017,00000,41135,01,0,3180049, 서현동,0091,0000,41135,10500,1,시범한양,2,22,41135-103,101.66,경기 성남분당구,91,41135,4, , 
"    65,000",직거래,1994,2022,불정로,00362,00000,41135,04,0,3180030, 서현동,0308,0000,41135,10500,1,효자촌(화성),2,24,41135-112,53.82, ,308,41135,3, , 
"   173,000",중개거래,1991,2022,중앙공원로,00053,00000,41135,01,0,3180049, 서현동,0087,0000,41135,10500,1,시범삼성,2,28,41135-98,133.295,경기 성남분당구,87,41135,1, , 
"   194,000",중개거래,1994,2022,이매로,00016,00000,41135,01,0,3180047, 이매동,0143,0000,41135,10600,1,아름마을(효성),2,10,41135-88,130.35,경기 성남분당구,143,41135,22, , 
"   156,000",중개거래,1992,2022,양현로94번길,00029,00000,41135,01,0,4340315, 이매동,0123,0000,41135,10600,1,이매촌(청구),2,19,41135-96,84.99,경기 성남분당구,123,41135,3, , 
"   190,000",중개거래,1993,2022,탄천로,00035,00000,41135,01,0,3180050, 이매동,0140,0000,41135,10600,1,아름마을(풍림),2,24,41135-86,134.22,경기 성남분당구,140,41135,6, , 
"    90,000",중개거래,1992,2022,야탑로,00020,00000,41135,01,0,3180041, 야탑동,0536,0000,41135,10700,1,탑마을(선경)1,2,4,41135-145,51.84,경기 성남분당구,536,41135,3, , 
