지역,매장명,브랜드명
전라북도 전주시 완산구 용리로 133 1층5호(삼천동1가상익아파트) ,전주삼천중앙점,메가커피
전라북도 전주시 완산구 모악로 4688 D104호(평화동2가) ,전주평화점,메가커피
충청북도 충주시 봉계1길 50,충주터미널점,메가커피
"충청북도 충주시 호암수청2로 21 1층 105호, 106호 (호암동) ",충주호암신도시점,메가커피
강원도 원주시 지정면 신지정로 316-2 메가커피 ,원주기업도시점,메가커피
충청북도 충주시 번영대로 ,충주연수중앙점,메가커피
충청북도 충주시 예성로 ,충주성서점,메가커피
강원도 철원군 갈말읍 삼부연로 5 (신철원리)1층 ,신철원점,메가커피
충청북도 충주시 호암토성2로 ,충주호암점,메가커피
강원도 철원군 동송읍 금학로 210 . ,철원동송점,메가커피
충청북도 충주시 갱고개로 140 1층(연수동) ,충주연수점,메가커피
충청북도 충주시 형설로 90,충주용산점,메가커피
강원도 원주시 흥업면 남원로 78 ,원주흥업사거리점,메가커피
강원도 원주시 건강로 21 . ,원주건강보험공단점,메가커피
강원도 원주시 봉황2길 17 . ,원주봉황사거리점,메가커피
강원도 원주시 시청로 72 . ,원주무실중앙점,메가커피
강원도 원주시 능라동길 48-1 (무실동) 메가커피 ,원주무실점,메가커피
강원도 원주시 천사로 20 . ,원주봉화산점,메가커피
전라북도 정읍시 수성2로 30,정읍수성점,메가커피
강원도 원주시 북원로 2235-4 111호(단계동) ,원주터미널점,메가커피
강원도 원주시 남원로 441-2 (명륜동) . ,원주명륜점,메가커피
강원도 철원군 갈말읍 태봉로 1532 (문혜리MINISTOP) ,철원문혜리점,메가커피
전라북도 정읍시 연지동 49-22 금오빌딩104호 ,전북정읍점,메가커피
강원도 원주시 우산로 63 (우산동) . ,원주우산점,메가커피
강원도 원주시 서원대로 392 1층 113호(단구동) ,원주단구점,메가커피
전라북도 정읍시 중앙로 132-1 수성동 ,정읍제일점,메가커피
강원도 원주시 단구로 398,원주단관점,메가커피
강원도 원주시 원일로 113-1 2층(일산동) ,원주중앙점,메가커피
강원도 원주시 행구로 24,원주명륜초점,메가커피
강원도 원주시 치악로 1502 1층 좌측호 ,원주유승점,메가커피
강원도 원주시 반곡길 64 1층 104호 (반곡동) ,원주반곡점,메가커피
전라북도 정읍시 학산로 117-14 (상동) 메가커피 ,정읍상동점,메가커피
강원도 원주시 혁신로 53,원주혁신도시점,메가커피
강원도 춘천시 수변공원길 19,춘천공지천점,메가커피
강원도 화천군 사내면 사내로 40-4 메가MGC커피(사창리점) ,사창리점,메가커피
강원도 춘천시 스포츠타운길 522,춘천온의파크점,메가커피
강원도 원주시 영랑길 20-1,원주행구점,메가커피
강원도 춘천시 안마산로 115 . ,춘천한숲시티점,메가커피
강원도 춘천시 춘천로 17번길 21 1층메가커피 ,춘천온의점,메가커피
강원도 춘천시 퇴계농공로 22 110호(석사동프라임타워) ,춘천석사점,메가커피
강원도 춘천시 퇴계로 217,춘천봄내초점,메가커피
강원도 춘천시 명동길 6-2 (중앙로2가) ,춘천명동점,메가커피
강원도 춘천시 효자로 154 (효자동) 메가커피 ,춘천팔호광장점,메가커피
강원도 춘천시 서부대성로227번길 24 (효자동) ,강원대점,메가커피
강원도 춘천시 후석로186번길 16 (석사동) ,춘천애막골점,메가커피
강원도 춘천시 후석로 326 111호(후평동엠타워) ,춘천후평점,메가커피
충청북도 영동군 영동읍 영산로 6 ,충북영동점,메가커피
강원도 홍천군 홍천읍 희망리 327-1 1층 ,강원도홍천점,메가커피
강원도 춘천시 우두5길 36,춘천우두점,메가커피
전라북도 고창군 고창읍 중앙로 240 메가커피 ,전북고창점,메가커피
강원도 철원군 서면 와수로 171 (와수리고향서점)1층 ,철원와수리점,메가커피
충청북도 제천시 청풍호로 ,제천강제점,메가커피
강원도 화천군 화천읍 중앙로 3-2 (하리동아스포츠)메가커피 ,화천점,메가커피
충청북도 제천시 하소로 ,제천하소점,메가커피
충청북도 제천시 세명로 60 (모산동)1층 ,세명대점,메가커피
충청북도 제천시 의림대로14길 4,제천문화의거리점,메가커피
전라남도 영광군 영광읍 신남로 180 메가커피 ,영광터미널점,메가커피
충청북도 제천시 청전대로 251 1층 ,장락씨케이마트점,메가커피
전라북도 장수군 장계면 한들로 103 ,전북장계점,메가커피
경상북도 문경시 상신로 3 (점촌동) 메가커피 ,경북문경점,메가커피
전라남도 장성군 장성읍 영천로 166-1 . ,전남장성점,메가커피
경상북도 상주시 경상대로 2560-7 104호(가장동) ,상주경북대점,메가커피
전라남도 담양군 담양읍 중앙로 30 ,담양터미널점,메가커피
전라북도 순창군 순창읍 장류로 352 ,전북순창점,메가커피
충청북도 단양군 단양읍 삼봉로 282-1 . ,충북단양점,메가커피
광주광역시 북구 첨단연신로107번길 19,광주첨단2지구점,메가커피
광주광역시 광산구 비아로 12 (비아동) 메가커피 ,광주비아점,메가커피
경상북도 김천시 혁신4로 61 . ,김천율곡점,메가커피
경상북도 김천시 신음동 394-4 1층 ,김천점,메가커피
광주광역시 광산구 진곡산단2번로 75,광주진곡산단점,메가커피
광주광역시 광산구 첨단중앙로106번길 11,광주첨단점,메가커피
강원도 인제군 남면 신남로 28 1층 ,인제신남점,메가커피
"광주광역시 광산구 첨단강변로 97 1층 103호(일부), 104호 (쌍암동) ",광주첨단쌍암점,메가커피
"광주광역시 광산구 첨단중앙로68번길 99, 상가동 1층 103호 ",광주첨단산월점,메가커피
광주광역시 광산구 풍영로 271 . ,광주수완성덕점,메가커피
광주광역시 북구 하서로 428 (용두동) 메가커피 ,광주양산점,메가커피
광주광역시 북구 양산택지로51번길 2 1층(양산동) ,광주양산택지로점,메가커피
광주광역시 광산구 신창로131번길 10 상가동1층114호(신창동) ,광주신창휴튼점,메가커피
강원도 양구군 양구읍 중앙길 16 (상리)1층 ,강원양구점,메가커피
광주광역시 광산구 풍영로200번길 75 1층(장덕동) ,광주수완아울렛점,메가커피
광주광역시 광산구 장신로147번길 5-18 메가커피 ,광주수완점,메가커피
광주광역시 광산구 신창동 1224-4 메가커피 ,광주신창점,메가커피
광주광역시 북구 설죽로 545-1,광주일곡점,메가커피
광주광역시 광산구 풍영로  93,광주흑석점,메가커피
광주광역시 광산구 용아로379번길 29 1층(산정동) ,광주하남2지구점,메가커피
광주광역시 북구 양일로 66 (연제동) 메가커피 ,광주연제점,메가커피
광주광역시 광산구 임방울대로 215,광주수완임방울점,메가커피
광주광역시 광산구 신창로 1,광주신가점,메가커피
광주광역시 북구 설죽로 506-9 (일곡동)1층메가커피 ,광주일곡점,메가커피
광주광역시 광산구 사암로340번길 39 (월곡동) 메가커피 ,광주운남영천점,메가커피
광주광역시 광산구 하남대로 282 (운남동) 메가커피 ,광주운남점,메가커피
전라북도 남원시 용성로 213-8,남원도통점,메가커피
"전라남도 담양군 창평면 창평로 598-4, 1층 ",담양창평점,메가커피
광주광역시 북구 북문대로 241 (동림동) 메가커피 ,광주동림점,메가커피
광주광역시 광산구 월곡산정로 17 (산정동) 메가커피 ,광주여대점,메가커피
광주광역시 광산구 월곡산정로 91-1 1층 ,광주월곡점,메가커피
광주광역시 북구 북문대로 153,광주운암미라보점,메가커피
광주광역시 북구 설죽로315번길 42 (매곡동) . ,광주매곡점,메가커피
"광주광역시 광산구 풍영철길로 15, 201-3,4 호 ",광주하남점,메가커피
광주광역시 북구 설죽로 334 (오치동) 메가커피 ,광주오치점,메가커피
광주광역시 북구 유림로 168,광주동림삼익점,메가커피
"광주광역시 북구 대자실로 22 (운암동, 운암동 포레스-힐2) 메가커피 ",광주운암중앙점,메가커피
광주광역시 광산구 선운로 9,호남대점,메가커피
광주광역시 광산구 소촌로 144 1층(소촌동) ,광주소촌점,메가커피
광주광역시 북구 비엔날레로  93,광주용봉점,메가커피
광주광역시 북구 서강로54번길 50 201상가동106호(운암동) ,광주운암벽산점,메가커피
광주광역시 서구 동천로10번길 35-4 (동천동) 메가커피 ,광주동천빛고을점,메가커피
광주광역시 서구 유림로98번길 41 102호(동천동) ,광주동천점,메가커피
광주광역시 북구 대자로 64 (운암동) ,광주운암시장점,메가커피
"광주광역시 북구 용주로30번길 63, 1층 ",전대예대점,메가커피
광주광역시 북구 서하로 374,광주문흥점,메가커피
광주광역시 서구 상무버들로 ,광주유촌점,메가커피
광주광역시 북구 설죽로202번길 64 . ,전대상대점,메가커피
광주광역시 북구 면앙로 52 . ,광주우산점,메가커피
광주광역시 서구 상무민주로 99-1 1층(쌍촌동) ,광주518공원점,메가커피
광주광역시 광산구 선운중앙로  56 ,광주선운지구점,메가커피
광주광역시 서구 상무연하로 75 (치평동)1층일부 ,광주상무지구점,메가커피
광주광역시 북구 자미로 67 1층(신안동) ,전대정문점,메가커피
광주광역시 광산구 상무대로 207 1층(송정동) ,광주송정역점,메가커피
"광주광역시 서구 상무중앙로 57 (치평동, S클래스 상가) 메가커피 ",광주상무중앙점,메가커피
광주광역시 서구 내방로 247 . ,광주쌍촌점,메가커피
광주광역시 광산구 송정로 61,광주송정사랑점,메가커피
광주광역시 북구 군왕로 155,광주두암점,메가커피
광주광역시 광산구 평동로 814 (옥동) 메가커피 ,광주평동점,메가커피
광주광역시 북구 동문대로 102 1층(두암동) ,광주말바우점,메가커피
광주광역시 서구 상무평화로 89 103호(치평동) ,광주치평점,메가커피
광주광역시 서구 상무대로 872 . ,광주운천점,메가커피
광주광역시 서구 죽봉대로 42-1 1층 ,광주농성점,메가커피
"광주광역시 북구 서양로 155 (우산동, 무등산자이앤어울림아파트1단지) . ",광주우산중앙점,메가커피
광주광역시 서구 상무대로1081번길 1 (화정동) 메가커피 ,광주화정중앙점,메가커피
광주광역시 북구 삼정로66번길 100 . ,광주두암현대점,메가커피
전라남도 함평군 함평읍 영수길 186 ,전남함평점,메가커피
광주광역시 동구 필문대로 48,광주교대점,메가커피
광주광역시 북구 밤실로 205,광주두암밤실점,메가커피
광주광역시 남구 구성로8번길 6,광주월산유보라점,메가커피
광주광역시 서구 천변좌로 260-1 (양동) 메가커피 ,광주양동점,메가커피
광주광역시 서구 운천로  58 ,광주금호중앙점,메가커피
광주광역시 동구 중앙로290번길 ,광주계림점,메가커피
"광주광역시 동구 제봉로 221, 1층 ",광주대인점,메가커피
광주광역시 서구 염화로 73 1층(화정동) ,광주염주점,메가커피
광주광역시 서구 화운로 24 상가1동104호(화정동유니버시아드힐스테이트3단지) ,광주화정현대점,메가커피
광주광역시 서구 월드컵4강로42번길 62 1층,광주화정점,메가커피
광주광역시 동구 필문대로 175 (산수동) . ,광주산수점,메가커피
광주광역시 서구 금화로 91 . ,광주금호점,메가커피
광주광역시 서구 화개1로79번길 2 1층(금호동) ,광주금호종원점,메가커피
광주광역시 동구 중앙로 157 (호남동) 메가커피 ,광주충장중앙점,메가커피
광주광역시 동구 충장로 77-1 1층(충장로3가) ,광주충장로점,메가커피
광주광역시 동구 장동로 23-20 1층(장동) ,광주동명점,메가커피
광주광역시 북구 용봉동 161-11 메가커피 ,전대후문점,메가커피
광주광역시 동구 필문대로273번길 5 1층(동명동) ,조선대점,메가커피
광주광역시 남구 백운로 66 . ,광주백운점,메가커피
광주광역시 서구 회재로 1054 103호 ,광주풍암점,메가커피
광주광역시 남구 양림로 50 . ,광주양림점,메가커피
광주광역시 남구 봉선로 2 메가커피(광주남구청점) ,광주남구청점,메가커피
광주광역시 서구 풍금로 10,광주풍암운리점,메가커피
광주광역시 남구 대남대로 65 ,광주방림중앙점,메가커피
광주광역시 남구 대남대로  149번길 19 ,광주주월점,메가커피
광주광역시 서구 풍암2로  53 ,광주풍암신암점,메가커피
광주광역시 남구 주월동  407 ,광주진월중앙점,메가커피
광주광역시 동구 남문로 690 . ,광주학동점,메가커피
광주광역시 남구 용대로 138 (방림동) ,광주방림점,메가커피
광주광역시 동구 의재로 ,광주학운점,메가커피
광주광역시 남구 봉선중앙로 28,광주봉선점,메가커피
"광주광역시 남구 금당로 2, 1층 ",광주진월점,메가커피
광주광역시 남구 봉선로 205,광주봉선유안공원점,메가커피
광주광역시 남구 화산로 29 1층(진월동) ,광주진월효덕점,메가커피
경상남도 거창군 거창읍 아림로 32 1층 ,거창점,메가커피
"광주광역시 남구 효덕로 291 (송하동, 금호타운) 메가커피 ",광주대점,메가커피
광주광역시 동구 용산2로 3 (용산동) 메가커피 ,광주용산점,메가커피
광주광역시 남구 효천2로 12 162동 1층 101호 ,광주효천1지구점,메가커피
강원도 인제군 인제읍 인제로 194 1층 ,인제점,메가커피
광주광역시 남구 효우2로 34 (행암동) 메가커피 ,광주효천2지구점,메가커피
광주광역시 남구 효우로 81 1층(노대동) ,광주노대점,메가커피
전라남도 나주시 대호길 83 (대호동) 메가커피 ,나주대호점,메가커피
경상북도 구미시 봉곡남로20길 4 (봉곡동) 메가커피 ,구미봉곡점,메가커피
전라남도 무안군 무안읍 불무로 25 메가커피 ,무안중앙점,메가커피
"전라남도 무안군 무안읍 무안로 491, 1층 ",무안터미널점,메가커피
경상북도 구미시 도봉로 82 . ,구미도량점,메가커피
전라남도 나주시 상야4길 21 (빛가람동) ,나주혁신도시점,메가커피
경상북도 구미시 구미중앙로13길 3 메가커피 ,구미역점,메가커피
강원도 인제군 기린면 내린천로 4018 메가커피 ,인제현리점,메가커피
경상남도 거창군 남상면 승강기길 58 2103호 ,거창산단점,메가커피
전라남도 나주시 남평읍 강변2길 27-1 101호 ,나주남평점,메가커피
강원도 인제군 북면 원통로147번길 37 메가커피 ,인제원통점,메가커피
전라남도 나주시 상야1길 7 메가커피(나주빛가람점) ,나주빛가람점,메가커피
경상북도 구미시 송정대로 90 1층(송정동) ,구미송정점,메가커피
전라남도 나주시 그린로 196,나주빛가람그린로점,메가커피
경상북도 영주시 대학로240번길 6-16 (가흥동) 메가커피 ,영주가흥점,메가커피
전라남도 화순군 화순읍 칠충로 110 1층 ,화순중앙점,메가커피
전라남도 화순군 화순읍 광덕로 187 1층 ,화순광덕점,메가커피
경상북도 구미시 신비로 115 1층나호(비산동) ,구미비산점,메가커피
경상북도 구미시 대학로 52-3 (거의동) 메가커피 ,금오공대점,메가커피
전라남도 무안군 청계면 승달산길 39 메가커피 ,목포대점,메가커피
경상북도 구미시 산동읍 신당1로2길 15 메가커피 ,구미확장단지점,메가커피
경상북도 구미시 산호대로 793 (옥계동)1층 ,구미옥계점,메가커피
강원도 인제군 서화면 천도로 153 메가커피 ,인제천도리점,메가커피
경상북도 구미시 산동읍 산호대로41길 14-13 ,구미4공단점,메가커피
"경상북도 구미시 인동36길 9 1층(구평동, 금강빌딩) ",구미구평점,메가커피
경상북도 봉화군 봉화읍 봉화로 1194 ,경북봉화점,메가커피
전라남도 목포시 연산백련로 14 . ,목포용해점,메가커피
전라남도 목포시 영산로 627,목포석현중앙점,메가커피
전라남도 목포시 용해지구로 11,목포포미점,메가커피
전라남도 목포시 원산중앙로 107,목포연산점,메가커피
전라남도 목포시 양을로208번길 2 (용당동) ,목포시청점,메가커피
전라남도 목포시 옥암로 179 (석현동) 메가커피 ,목포석현점,메가커피
전라남도 목포시 상동로 4 1층 ,목포터미널점,메가커피
전라남도 목포시 청호로 177 (산정동) . ,목포북항점,메가커피
전라남도 목포시 백년대로375번길 39 . ,목포이마트오거리점,메가커피
전라남도 무안군 삼향읍 남악2로74번길 39 1층 102호 ,목포남악점,메가커피
전라남도 목포시 남악1로52번나길 1,목포옥암점,메가커피
전라남도 목포시 동부로 2 (용당동) 메가커피 ,목포용당점,메가커피
전라남도 목포시 양을로 56-1 (산정동) 메가커피 ,목포대성점,메가커피
전라남도 무안군 삼향읍 남악4로 79 1층 106호 ,전남도청점,메가커피
전라남도 목포시 당가두로 18,목포옥암코아루점,메가커피
전라남도 목포시 백년대로 324,목포상동점,메가커피
전라남도 목포시 신흥로 96 . ,목포신흥점,메가커피
전라남도 무안군 삼향읍 남악5로46번길 7 메가커피 ,무안오룡점,메가커피
전라남도 목포시 비파로43번길 30 1층(상동) ,목포하당점,메가커피
전라남도 목포시 원형로 48 (상동) 메가커피 ,목포평화광장점,메가커피
전라남도 목포시 자유로 59,목포삼학점,메가커피
경상북도 안동시 문화광장길 49 (삼산동) 메가커피 ,안동문화의거리점,메가커피
전라남도 목포시 수문로 14-2 (대안동) 메가커피 ,목포역점,메가커피
전라남도 무안군 일로읍 오룡중앙동로 65 (오룡 에듀포레 푸르지오) 메가커피 ,무안오룡지구점,메가커피
경상남도 합천군 합천읍 동서로 95 메가커피 ,합천점,메가커피
강원도 정선군 사북읍 사북중앙로 29-2 . ,정선사북점,메가커피
전라남도 영암군 삼호읍 신항로 63-12 (삼호한마음회관) . ,영암삼호한마음점,메가커피
전라남도 영암군 삼호읍 대불주거로 171 메가커피 ,영암삼호점,메가커피
강원도 정선군 고한읍 고한로 149-2 . ,강원고한역점,메가커피
대구광역시 달성군 다사읍 달구벌대로 881 107호 ,대구다사점,메가커피
"대구광역시 달서구 달구벌대로 1019, 1층 ",대구계명대동산병원점,메가커피
대구광역시 북구 칠곡중앙대로 411 . ,대구칠곡네거리점,메가커피
대구광역시 북구 칠곡중앙대로69길 23 (태전동) ,대구보건대점,메가커피
대구광역시 북구 동천로 133 (동천동)1층 ,대구칠곡3지구점,메가커피
대구광역시 북구 칠곡중앙대로 254 (태전동)1층 ,대구태전점,메가커피
대구광역시 달서구 성서로 420 (이곡동) 메가커피 ,대구성서점,메가커피
대구광역시 달서구 이곡동로 24,이마트성서점,메가커피
대구광역시 달서구 달구벌대로 1545,대구죽전역점,메가커피
대구광역시 달성군 화원읍 비슬로 2572 1층 ,대구화원점,메가커피
강원도 양양군 양양읍 양양로 66 1층 ,강원도양양점,메가커피
"대구광역시 달서구 조암남로 158,  1층 109호(유천동, 그랑에비뉴) ",대구유천점,메가커피
대구광역시 달서구 와룡로 123 . ,죽전아이위시점,메가커피
대구광역시 북구 팔달로 167 (노원동3가) 메가커피 ,대구팔달시장역점,메가커피
대구광역시 달서구 조암로 29 101호(월성동월성동이래타워) ,대구신월성점,메가커피
대구광역시 달서구 달구벌대로 1730 1층(두류동) ,대구두류역점,메가커피
대구광역시 서구 달서로 179 . ,대구비산점,메가커피
전라남도 순천시 삼산로 101,순천용당점,메가커피
전라남도 순천시 순천대2길 2,순천대점,메가커피
강원도 속초시 동해대로 4147,속초조양점,메가커피
대구광역시 북구 동북로 241 301동 106호 ,대구복현아이파크점,메가커피
대구광역시 북구 중앙대로 540 (칠성동2가오페라코오롱하늘채)301동106호 ,대구칠성동점,메가커피
전라남도 순천시 중앙6길 19 1층(중앙동) ,순천중앙점,메가커피
강원도 속초시 미시령로 3395,속초교동점,메가커피
대구광역시 중구 중앙대로 395 (동성로3가)1층 ,동성로점,메가커피
전라남도 순천시 왕지2길 4-39,순천호수공원점,메가커피
대구광역시 중구 중앙대로 278 (남산동구일악기)1층 ,대구명덕역점,메가커피
대구광역시 북구 대현로20길 9 (대현동)12층 ,대구대현점,메가커피
"대구광역시 중구 달구벌대로 2100 지하층 C103호(덕산동, 메트로센타) ",대구메트로센타점,메가커피
강원도 속초시 중앙로 147번길 15 (중앙동) ,속초중앙시장점,메가커피
전라남도 순천시 장천3길 3 (장천동) . ,순천터미널점,메가커피
강원도 속초시 해오름로 167,속초해변점,메가커피
전라남도 순천시 봉화2길 14 1층(조례동) ,순천조례점,메가커피
전라남도 순천시 팔마로 120 1층(조곡동) ,순천역점,메가커피
전라남도 순천시 조례못등길 18 1층(조례동) ,순천왕조점,메가커피
강원도 태백시 황지로 172-1 1층 ,강원태백점,메가커피
전라남도 순천시 우석로 53 (덕월동신보회관)1층 ,순천점,메가커피
"대구광역시 남구 신촌길 57 (봉덕동, 앞산비스타동원) ",대구앞산비스타점,메가커피
"전라남도 광양시 광양읍 인덕로 1082, 1층 ",광양칠성점,메가커피
전라남도 광양시 광양읍 대림오성로 42 메가커피 ,광양읍점,메가커피
경상남도 하동군 하동읍 경서대로 124 메가커피 ,하동점,메가커피
전라남도 보성군 보성읍 현충로 107 . ,보성중앙점,메가커피
전라남도 순천시 해룡면 장선배기길 284 1층 ,순천금당점,메가커피
대구광역시 수성구 달구벌대로 480길 33 ,대구범어점,메가커피
전라남도 순천시 팔마4길 18 104호(연향동) ,순천팔마점,메가커피
강원도 강릉시 범일로 628-1,강릉내곡점,메가커피
대구광역시 수성구 청수로26길 36 . ,대구황금점,메가커피
강원도 강릉시 하슬라로 27 (홍제동) 메가커피 ,강릉시외버스터미널점,메가커피
전라남도 광양시 광양읍 용강로 18 메가커피 ,광양창덕점,메가커피
강원도 강릉시 솔올로5번길 55 (교동) 메가커피 ,강릉교동택지점,메가커피
"전라남도 순천시 해룡면 좌야로 135 626동 1층 109, 110호(중흥에스클래스 6단지 메가타운) ",순천신대점,메가커피
강원도 강릉시 솔올로 63 . ,강릉교동솔올점,메가커피
강원도 강릉시 주문진읍 주문로 78 ,강릉주문진점,메가커피
강원도 강릉시 남부로125번길 5 . ,강릉노암점,메가커피
대구광역시 동구 동촌로 242 105호 ,대구방촌점,메가커피
강원도 강릉시 신대학길 24 1층(금학동) ,강릉중앙점,메가커피
대구광역시 수성구 용학로 214 (지산동) ,대구지산범물점,메가커피
강원도 강릉시 율곡로 2810 메가커피(강릉옥천오거리점) ,강릉옥천오거리점,메가커피
강원도 강릉시 용지로 23,강릉입암점,메가커피
전라남도 장흥군 장흥읍 중앙로 32-1 . ,장흥중앙점,메가커피
강원도 강릉시 하평길 38 (포남동) 메가커피 ,강릉포남점,메가커피
강원도 강릉시 입암로 157 1층(입암동) ,강릉입암오거리점,메가커피
전라남도 강진군 강진읍 중앙로 97 ,강진터미널점,메가커피
"대구광역시 동구 안심로22길 40-1, 1층 (율하동) ",대구율하지구점,메가커피
강원도 강릉시 창해로 431,경포해수욕장점,메가커피
강원도 강릉시 경강로2477번길  4,강릉송정점,메가커피
전라남도 광양시 사동로 187-1 (마동) 메가커피 ,광양마동점,메가커피
전라남도 광양시 광영로 140,광양광영점,메가커피
대구광역시 동구 동호로 77,대구동호점,메가커피
대구광역시 수성구 신매로 91 (신매동시지삼주한라협화타운)상가111동105호 ,대구시지신매점,메가커피
경상남도 진주시 초북로 54 (초전동) 메가커피 ,진주초전점,메가커피
전라남도 광양시 중마중앙로  124 ,광양시청점,메가커피
전라남도 광양시 광장로 143,광양중마점,메가커피
전라남도 해남군 해남읍 해남로 15 메가커피 ,해남터미널점,메가커피
전라남도 광양시 공영로 74 (중동) 메가커피 ,광양중동점,메가커피
경상남도 진주시 진주대로 888,진주칠암점,메가커피
경상남도 진주시 동진로 177 (상대동) 메가커피 ,진주시청점,메가커피
"경상남도 진주시 금산면 송백로 46, 604동 1층(복지회관) ",진주비성대점,메가커피
경상북도 경산시 대학로 323 (조영동) 메가커피 ,영남대점,메가커피
경상남도 진주시 가좌동 2067-3 . ,진주가좌점,메가커피
경상남도 진주시 사들로 52 (충무공동)0층 ,진주혁신도시점,메가커피
경상북도 경산시 삼풍로 18,경산삼풍점,메가커피
경상북도 경산시 하양읍 하양로 66 메가커피 ,경산하양점,메가커피
강원도 동해시 청운1길 48 (쇄운동) 메가커피 ,동해쇄운점,메가커피
경상남도 진주시 정촌면 삼일로72번길 12 1층 ,진주정촌점,메가커피
강원도 동해시 천곡로 14,동해천곡점,메가커피
전라남도 진도군 진도읍 남문길 35 . ,진도중앙점,메가커피
"강원도 동해시 하평로 72 (평릉동, 수디자인빌딩) . ",동해평릉점,메가커피
강원도 동해시 대학로 20 (천곡동) 메가커피 ,동해시청점,메가커피
경상남도 진주시 문산읍 월아산로 1075 메가커피 ,진주문산점,메가커피
경상북도 경산시 진량읍 대구대로 244 1층 1층메가커피 ,대구대학점,메가커피
강원도 삼척시 진주로 26,삼척중앙점,메가커피
경상남도 사천시 정동면 정동중앙로 16-13 (고읍리)1층 ,사천정동점,메가커피
경상남도 사천시 사남면 조동길 38 (월성리)1층103호 ,경남사천점,메가커피
경상남도 사천시 사남면 진삼로 1102 (화전리)1층 ,사천사남점,메가커피
강원도 삼척시 정상로 73 1층(교동) ,삼척교동중앙점,메가커피
경상북도 영천시 충효로 75-2 (문외동) ,영천시청점,메가커피
전라남도 여수시 화산로 131 1층(화장동) ,여수무선점,메가커피
경상남도 함안군 가야읍 가야로 86-1 메가커피 ,함안점,메가커피
전라남도 여수시 소라면 죽림로 11 메가커피 ,여수죽림점,메가커피
전라남도 여수시 쌍봉로 36-1 1층(학동) ,여수여천점,메가커피
전라남도 고흥군 고흥읍 봉황길 45 ,고흥중앙점,메가커피
"전라남도 고흥군 고흥읍 봉황길 45, 102호 ",고흥중앙점,메가커피
전라남도 여수시 시청동3길 10 0층 ,여수학동점,메가커피
전라남도 여수시 새터로 64 (신기동) 메가커피 ,여수신기점,메가커피
전라남도 여수시 만성로 69 (미평동) 메가커피 ,여수미평점,메가커피
전라남도 여수시 예울마루로 41,여수웅천점,메가커피
"전라남도 여수시 예울마루로 41, 1층 101호 1층 101호 ",여수웅천점,메가커피
전라남도 여수시 여문2로 83 . ,여수문수점,메가커피
전라남도 고흥군 도양읍 비봉로 163 ,고흥녹동점,메가커피
전라남도 여수시 여서로 168-1 메가커피 ,여수여서점,메가커피
경상남도 함안군 칠원읍 원서로 25 ,칠원점,메가커피
"전라남도 여수시 진남상가길 38, 1,2층 (교동) ",여수교동점,메가커피
전라남도 여수시 진남상가길 38 메가커피(여수교동점) ,여수교동점,메가커피
경상남도 사천시 주공로 42 (벌리동수은빌딩)1층 ,경남삼천포점,메가커피
경상남도 창원시 마산회원구 내서읍 광려천북로 184 ,내서호계점,메가커피
경상남도 창원시 의창구 북면 무동로226번길 18 메가커피 ,창원무동점,메가커피
경상남도 밀양시 삼문중앙로 40,밀양삼문점,메가커피
경상남도 창원시 의창구 북면 감계로 306 101-1호(MG빌딩) ,창원감계점,메가커피
경상남도 창원시 마산합포구 용마로 90 1층 ,마산산호점,메가커피
경상남도 창원시 마산합포구 중앙동로 18 ,합포구청점,메가커피
전라남도 완도군 완도읍 장보고대로 198 ,완도중앙점,메가커피
경상남도 창원시 의창구 도계로 57 104호(도계동도계중앙빌딩) ,창원도계점,메가커피
경상남도 창원시 의창구 중동남로 92 (도계동) 메가커피 ,유니시티점,메가커피
"경상남도 창원시 마산합포구 월영남로 43 (월영동, 동아1차아파트) 메가커피 ",월영동아점,메가커피
경상남도 고성군 고성읍 중앙로25번길 76 (송학리)1층 ,고성점,메가커피
경상남도 창원시 마산합포구 가포순환로 33 ,창원월영애시앙점,메가커피
경상북도 영덕군 영덕읍 중앙길 110 . ,영덕중앙점,메가커피
"경상남도 창원시 의창구 창원대로397번길 11 (팔용동, 힐스테이트 아티움시티) 메가커피 ",창원아티움시티점,메가커피
"경상남도 창원시 마산합포구 현동4길 5, 1층 1092호 ",마산현동점,메가커피
경상남도 김해시 진영읍 김해대로361번길 13 ,김해진영점,메가커피
경상남도 창원시 성산구 창원천로 292 목욕탕상가동101호 ,창원봉곡점,메가커피
경상남도 창원시 성산구 원이대로 668 1층5호(상남동) ,창원상남점,메가커피
경상남도 창원시 성산구 창이대로 692번길 5 ,창원법원점,메가커피
"경상남도 창원시 성산구 가음정로43번길 1 1층 104호(가음동, 가음정빌딩) ",음정점,메가커피
경상북도 경주시 황성로 15 (황성동) 메가커피 ,경주황성점,메가커피
경상남도 창원시 성산구 가양로 97 ,남양점,메가커피
경상북도 경주시 용황구획4길 35 (용강동)1층(에이치프라자1층103호) ,경주용황점,메가커피
경상북도 포항시 북구 흥해읍 흥해로 42 (남성리)1층 ,포항흥해점,메가커피
경상북도 포항시 남구 지곡로 257 (지곡동)101동1층117호 ,포항지곡점,메가커피
경상북도 포항시 남구 연일읍 유강길17번길 5 (유강리)1층 ,포항유강점,메가커피
경상남도 창원시 성산구 창원대로 1310 ,불모산점,메가커피
경상북도 포항시 남구 포스코대로 141 (이동) 메가커피 ,포항이동점,메가커피
